document_no,counterparty,party_code,due_date,days_overdue,bucket,outstanding_inr,expected_in_window_inr,status
INV-2026-001261,Everstone Water Treatment Company,,2026-08-29,7,1-30,701721.0,0.0,overdue
INV-2026-000364,Vedika Facility Management & Co,,2026-05-21,107,91-180,701293.0,0.0,overdue
INV-2026-000254,Meridian Lab Supplies LLP,,2026-04-03,155,91-180,700433.0,0.0,overdue
INV-2026-000123,Orbitex Packaging Private Limited,,2026-05-02,126,91-180,699758.0,0.0,overdue
INV-2026-000345,Trividata Roofing Products PVT LTD,,2026-05-04,124,91-180,698769.0,0.0,overdue
INV-2026-000900,Trividata Roofing Products PVT LTD,,2026-06-26,71,61-90,698432.0,0.0,overdue
INV-2026-000443,Sahyadri Polymers PVT LTD,,2026-05-28,100,91-180,697592.0,0.0,overdue
INV-2026-000642,Vedika Facility Management & Co,,2026-06-15,82,61-90,694394.0,0.0,overdue
INV-2026-000346,Shree Balaji Hardware Private Limited,,2026-05-18,110,91-180,693223.0,0.0,overdue
INV-2026-000090,Nalanda Recyclers LLP,,2026-03-31,158,91-180,692980.0,0.0,overdue
INV-2026-001260,Goldcrest Security Systems & Co,,2026-08-29,7,1-30,691621.0,0.0,overdue
INV-2026-000845,Orbitex Paper Mills PVT LTD,,2026-05-29,99,91-180,691083.0,0.0,overdue
INV-2026-000837,Shree Balaji Machine Parts & Co,,2026-07-20,47,31-60,690939.0,0.0,overdue
INV-2026-001289,Suryavansh Print Solutions & Co,,2026-08-01,35,31-60,688219.0,0.0,overdue
INV-2026-001335,Copperleaf Electricals PVT LTD,,2026-08-20,16,1-30,687142.0,0.0,overdue
INV-2026-000823,Ashwini Cold Chain Ltd,,2026-06-19,78,61-90,683400.0,0.0,overdue
INV-2026-001365,Orbitex Packaging Private Limited,,2026-08-24,12,1-30,681584.0,0.0,overdue
INV-2026-000021,Vedika Facility Management & Co,,2026-04-24,134,91-180,680246.0,0.0,overdue
INV-2026-000128,Orbitex Packaging Private Limited,,2026-05-02,126,91-180,677771.0,0.0,overdue
INV-2026-000008,Ashwini Cold Chain Ltd,,2026-04-08,150,91-180,674824.0,0.0,overdue
INV-2026-000202,Saptagiri Analytics Ltd,,2026-03-31,158,91-180,674577.0,0.0,overdue
INV-2026-001628,Orbitex Dairy Foods PVT LTD,,2026-08-10,26,1-30,672885.0,0.0,overdue
INV-2026-000677,Ashwini Solar EPC PVT LTD,,2026-06-19,78,61-90,672093.0,0.0,overdue
INV-2026-001851,Saptagiri Analytics Ltd,,2026-08-31,5,1-30,671434.0,0.0,overdue
INV-2026-000748,Nalanda Recyclers LLP,,2026-05-26,102,91-180,670320.0,0.0,overdue
INV-2026-000186,Orbitex Dairy Foods PVT LTD,,2026-03-30,159,91-180,669758.0,0.0,overdue
INV-2026-001126,Everstone Water Treatment Company,,2026-08-17,19,1-30,666158.0,0.0,overdue
INV-2026-001202,Goldcrest Steel Traders Company,,2026-07-10,57,31-60,662890.0,0.0,overdue
INV-2026-000922,Nalanda Recyclers LLP,,2026-06-13,84,61-90,662635.0,0.0,overdue
INV-2026-001157,Saptagiri Analytics Ltd,,2026-06-27,70,61-90,659961.0,0.0,overdue
INV-2026-001039,Goldcrest Security Systems & Co,,2026-08-08,28,1-30,658596.0,0.0,overdue
INV-2026-000917,Ashwini Interiors & Co,,2026-06-29,68,61-90,657872.0,977.06,overdue
INV-2026-001124,Pushpa Metals Agri Inputs PVT LTD,,2026-06-25,72,61-90,656932.0,576.96,open
INV-2026-000517,Goldcrest Steel Traders Company,,2026-05-05,123,91-180,655816.0,0.0,overdue
INV-2026-001253,Nalanda Recyclers LLP,,2026-07-15,52,31-60,650671.0,0.0,overdue
INV-2026-000713,Goldcrest Steel Traders Company,,2026-05-23,105,91-180,648601.0,0.0,open
INV-2026-000808,Trinetra Piping Solutions LLP,,2026-07-17,50,31-60,647330.0,0.0,overdue
INV-2026-001316,Suryavansh Petro Chemicals & Co,,2026-08-03,33,31-60,646259.0,1997.57,overdue
INV-2026-001244,Ashwini Interiors & Co,,2026-07-29,38,31-60,645606.0,0.0,overdue
INV-2026-000880,Suryavansh Print Solutions & Co,,2026-06-25,72,61-90,644139.0,1562.91,overdue
INV-2026-001398,Ashwini Interiors & Co,,2026-08-12,24,1-30,643575.0,0.0,overdue
INV-2026-001432,Ashwini Cold Chain Ltd,,2026-08-14,22,1-30,640097.0,15626.3,overdue
INV-2026-000615,Vedika Textiles Company,,2026-05-14,114,91-180,639904.0,0.0,overdue
INV-2026-001913,Pushpa Metals Agri Inputs PVT LTD,,2026-09-04,1,1-30,638255.0,462770.54,overdue
INV-2026-000337,Pushpa Metals Agri Inputs PVT LTD,,2026-04-09,149,91-180,635949.0,0.0,overdue
INV-2026-000188,Goldcrest Steel Traders Company,,2026-04-07,151,91-180,635662.0,0.0,overdue
INV-2026-001477,Anant Infra Staffing Private Limited,,2026-09-03,2,1-30,634979.0,457492.08,overdue
INV-2026-000205,Trinetra Piping Solutions LLP,,2026-05-23,105,91-180,633056.0,0.0,overdue
INV-2026-000272,Vedika Facility Management & Co,,2026-05-12,116,91-180,630481.0,0.0,overdue
INV-2026-001433,Pushpa Metals Agri Inputs PVT LTD,,2026-07-22,45,31-60,628499.0,553.22,overdue
INV-2026-001238,Orbitex Paper Mills PVT LTD,,2026-07-06,61,61-90,627549.0,0.0,overdue
INV-2026-000559,Saptagiri Analytics Ltd,,2026-05-01,127,91-180,625920.0,0.0,overdue
INV-2026-000897,Ashwini Interiors & Co,,2026-06-26,71,61-90,622901.0,925.27,overdue
INV-2026-001824,Goldcrest Warehousing Private Limited,,2026-08-28,8,1-30,622543.0,0.0,overdue
INV-2026-000676,Orbitex Dairy Foods PVT LTD,,2026-05-12,116,91-180,622151.0,0.0,overdue
INV-2026-001743,Nalanda Recyclers LLP,,2026-08-28,8,1-30,620422.0,0.0,overdue
INV-2026-001313,Sahyadri Polymers PVT LTD,,2026-08-17,19,1-30,618930.0,0.0,overdue
INV-2026-000479,Anant Infra Staffing Private Limited,,2026-06-01,96,91-180,617559.0,0.0,overdue
INV-2026-000252,Zenith One Logistics & Co,,2026-04-27,131,91-180,613476.0,0.0,overdue
INV-2026-000716,Trividata Roofing Products PVT LTD,,2026-06-08,89,61-90,612192.0,0.0,overdue
INV-2026-000446,Orbitex Dairy Foods PVT LTD,,2026-04-20,138,91-180,609584.0,0.0,overdue
INV-2026-001618,Meridian Lab Supplies LLP,,2026-08-08,28,1-30,609001.0,0.0,overdue
INV-2026-000582,Saptagiri Analytics Ltd,,2026-05-04,124,91-180,604490.0,0.0,overdue
INV-2026-000283,Nalanda Fab Services Private Limited,,2026-05-29,99,91-180,603218.0,0.0,overdue
INV-2026-000595,Vedika Facility Management & Co,,2026-06-12,85,61-90,603177.0,0.0,overdue
INV-2026-000935,Sahyadri Polymers PVT LTD,,2026-07-14,53,31-60,600328.0,0.0,overdue
INV-2026-001229,Ashwini Cold Chain Ltd,,2026-07-27,40,31-60,598519.0,0.0,overdue
INV-2026-001128,Copperleaf Electricals PVT LTD,,2026-08-03,33,31-60,597544.0,0.0,overdue
INV-2026-000747,Anant Infra Staffing Private Limited,,2026-06-25,72,61-90,596674.0,644.72,overdue
INV-2026-001636,Suryavansh Catering Services Company,,2026-09-03,2,1-30,596598.0,457311.96,overdue
INV-2026-000666,Copperleaf Electricals PVT LTD,,2026-06-18,79,61-90,591852.0,0.0,overdue
INV-2026-000335,Orbitex Dairy Foods PVT LTD,,2026-04-09,149,91-180,591766.0,0.0,overdue
INV-2026-000449,Orbitex Packaging Private Limited,,2026-05-29,99,91-180,591630.0,0.0,overdue
INV-2026-000281,Nalanda Fab Services Private Limited,,2026-05-29,99,91-180,587170.0,0.0,overdue
INV-2026-000814,Goldcrest Security Systems & Co,,2026-07-18,49,31-60,582673.0,681.39,overdue
INV-2026-000157,Copperleaf Electricals PVT LTD,,2026-05-04,124,91-180,579746.0,0.0,overdue
INV-2026-001380,Pushpa Metals Agri Inputs PVT LTD,,2026-07-17,50,31-60,579498.0,0.0,overdue
INV-2026-000692,Anant Infra Staffing Private Limited,,2026-06-20,77,61-90,575166.0,621.67,overdue
INV-2026-001760,Nalanda Recyclers LLP,,2026-08-29,7,1-30,573273.0,0.0,overdue
INV-2026-000819,Ashwini Cold Chain Ltd,,2026-06-18,79,61-90,573222.0,0.0,overdue
INV-2026-000204,Meridian Lab Supplies LLP,,2026-03-31,158,91-180,569943.0,0.0,overdue
INV-2026-000146,Trividata Roofing Products PVT LTD,,2026-04-18,140,91-180,567503.0,0.0,overdue
INV-2026-001354,Orbitex Dairy Foods PVT LTD,,2026-07-15,52,31-60,563959.0,0.0,overdue
INV-2026-000630,Shree Balaji Hardware Private Limited,,2026-06-15,82,61-90,562141.0,0.0,overdue
INV-2026-000958,Copperleaf Electricals PVT LTD,,2026-07-17,50,31-60,560953.0,0.0,overdue
INV-2026-000424,Nalanda Recyclers LLP,,2026-04-25,133,91-180,559601.0,0.0,overdue
INV-2026-000007,Meridian Lab Supplies LLP,,2026-03-16,173,91-180,559106.0,0.0,overdue
INV-2026-000370,Vedika Textiles Company,,2026-04-21,137,91-180,558955.0,13413.08,overdue
INV-2026-000943,Nalanda Fab Services Private Limited,,2026-07-31,36,31-60,558884.0,0.0,overdue
INV-2026-001278,Vedika Facility Management & Co,,2026-08-17,19,1-30,558883.0,0.0,overdue
INV-2026-000127,Copperleaf Electricals PVT LTD,,2026-05-02,126,91-180,558756.0,0.0,overdue
INV-2026-001478,Suryavansh Petro Chemicals & Co,,2026-08-19,17,1-30,555702.0,0.0,overdue
INV-2026-001338,Ashwini Cable Systems LLP,,2026-08-05,31,31-60,553714.0,0.0,overdue
INV-2026-001062,Trividata Roofing Products PVT LTD,,2026-07-11,56,31-60,553412.0,0.0,overdue
INV-2026-000628,Ashwini Cable Systems LLP,,2026-05-30,98,91-180,551238.0,0.0,open
INV-2026-000702,Ashwini Interiors & Co,,2026-06-06,91,91-180,551033.0,791.95,overdue
INV-2026-000955,Goldcrest Security Systems & Co,,2026-08-01,35,31-60,549316.0,0.0,overdue
INV-2026-001379,Copperleaf Electricals PVT LTD,,2026-08-24,12,1-30,548334.0,0.0,overdue
INV-2026-000063,Suryavansh Catering Services Company,,2026-04-13,145,91-180,548061.0,0.0,overdue
INV-2026-000308,Ashwini Solar EPC PVT LTD,,2026-05-15,113,91-180,547540.0,0.0,overdue
INV-2026-001482,Suryavansh Print Solutions & Co,,2026-08-19,17,1-30,547067.0,0.0,open
INV-2026-000232,Shree Balaji Hardware Private Limited,,2026-05-11,117,91-180,547056.0,108.55,overdue
INV-2026-000247,Shree Balaji Machine Parts & Co,,2026-05-26,102,91-180,546127.0,0.0,overdue
INV-2026-000089,Sahyadri Polymers PVT LTD,,2026-04-30,128,91-180,545430.0,0.0,overdue
INV-2026-000934,Vedika Textiles Company,,2026-06-15,82,61-90,543822.0,0.0,overdue
INV-2026-001651,Ashwini Interiors & Co,,2026-09-04,1,1-30,541842.0,0.0,overdue
INV-2026-000870,Vedika Textiles Company,,2026-06-09,88,61-90,540975.0,0.0,overdue
INV-2026-000764,Ashwini Cable Systems LLP,,2026-06-12,85,61-90,540619.0,0.0,overdue
INV-2026-001910,Pushpa Metals Agri Inputs PVT LTD,,2026-09-04,1,1-30,539985.0,391519.31,overdue
INV-2026-001015,Sahyadri Polymers PVT LTD,,2026-07-21,46,31-60,537518.0,0.0,overdue
INV-2026-000181,Ashwini Cold Chain Ltd,,2026-04-22,136,91-180,533253.0,0.0,overdue
INV-2026-001525,Goldcrest Steel Traders Company,,2026-08-07,29,1-30,532420.0,0.0,overdue
INV-2026-000289,Suryavansh Catering Services Company,,2026-04-29,129,91-180,528905.0,0.0,open
INV-2026-000664,Goldcrest Steel Traders Company,,2026-05-19,109,91-180,528039.0,0.0,overdue
INV-2026-000849,Pushpa Metals Agri Inputs PVT LTD,,2026-05-29,99,91-180,527208.0,0.0,overdue
INV-2026-001488,Trividata Roofing Products PVT LTD,,2026-08-20,16,1-30,525462.0,0.0,overdue
INV-2026-000216,Vedika Textiles Company,,2026-04-09,149,91-180,523889.0,0.0,overdue
INV-2026-001020,Saptagiri Analytics Ltd,,2026-06-15,82,61-90,523685.0,0.0,overdue
INV-2026-000612,Orbitex Packaging Private Limited,,2026-06-13,84,61-90,519276.0,0.0,overdue
INV-2026-001400,Trividata Roofing Products PVT LTD,,2026-08-12,24,1-30,518899.0,0.0,overdue
INV-2026-000866,Orbitex Packaging Private Limited,,2026-07-09,58,31-60,518457.0,0.0,overdue
INV-2026-000719,Pushpa Metals Agri Inputs PVT LTD,,2026-05-15,113,91-180,517140.0,0.0,open
INV-2026-000034,Vedika Textiles Company,,2026-03-26,163,91-180,516239.0,12388.01,overdue
INV-2026-000818,Suryavansh Print Solutions & Co,,2026-06-18,79,61-90,515841.0,0.0,overdue
INV-2026-000714,Meridian Lab Supplies LLP,,2026-05-15,113,91-180,513825.0,0.0,overdue
INV-2026-001311,Saptagiri Analytics Ltd,,2026-07-10,57,31-60,513031.0,0.0,overdue
INV-2026-000970,Orbitex Dairy Foods PVT LTD,,2026-06-10,87,61-90,513010.0,831.23,open
INV-2026-001098,Saptagiri Analytics Ltd,,2026-06-22,75,61-90,512834.0,0.0,overdue
INV-2026-001254,Nalanda Recyclers LLP,,2026-07-15,52,31-60,512749.0,0.0,overdue
INV-2026-000278,Ashwini Solar EPC PVT LTD,,2026-05-14,114,91-180,512380.0,0.0,overdue
INV-2026-001577,Ashwini Interiors & Co,,2026-08-28,8,1-30,512368.0,0.0,overdue
INV-2026-000362,Sahyadri Polymers PVT LTD,,2026-05-21,107,91-180,509037.0,0.0,overdue
INV-2026-000981,Vedika Facility Management & Co,,2026-07-20,47,31-60,508080.0,0.0,overdue
INV-2026-001273,Ashwini Solar EPC PVT LTD,,2026-08-17,19,1-30,508003.0,0.0,overdue
INV-2026-001164,Orbitex Dairy Foods PVT LTD,,2026-06-29,68,61-90,507080.0,0.0,overdue
INV-2026-000035,Shree Balaji Machine Parts & Co,,2026-05-11,117,91-180,506856.0,63.99,overdue
INV-2026-000110,Shree Balaji Hardware Private Limited,,2026-05-01,127,91-180,505807.0,0.0,overdue
INV-2026-001384,Shree Balaji Hardware Private Limited,,2026-08-24,12,1-30,505544.0,0.0,overdue
INV-2026-000490,Anant Infra Staffing Private Limited,,2026-06-01,96,91-180,505219.0,0.0,overdue
INV-2026-000706,Suryavansh Petro Chemicals & Co,,2026-06-06,91,91-180,504606.0,0.0,overdue
INV-2026-000848,Ashwini Interiors & Co,,2026-06-22,75,61-90,501292.0,0.0,overdue
INV-2026-000092,Vedika Facility Management & Co,,2026-04-30,128,91-180,499100.0,0.0,overdue
INV-2026-000537,Goldcrest Steel Traders Company,,2026-05-07,121,91-180,493837.0,0.0,overdue
INV-2026-001183,Goldcrest Steel Traders Company,,2026-07-08,59,31-60,493713.0,0.0,overdue
INV-2026-000806,Orbitex Packaging Private Limited,,2026-07-02,65,61-90,491215.0,0.0,overdue
INV-2026-000583,Trividata Roofing Products PVT LTD,,2026-05-27,101,91-180,489673.0,0.0,overdue
INV-2026-001166,Shree Balaji Hardware Private Limited,,2026-08-06,30,1-30,488997.0,0.0,overdue
INV-2026-000367,Ashwini Interiors & Co,,2026-05-06,122,91-180,488204.0,0.0,overdue
INV-2026-001644,Ashwini Interiors & Co,,2026-09-04,1,1-30,487576.0,0.0,overdue
INV-2026-000343,Copperleaf Electricals PVT LTD,,2026-05-18,110,91-180,486802.0,0.0,overdue
INV-2026-001507,Anant Infra Staffing Private Limited,,2026-09-05,0,1-30,486356.0,362725.32,open
INV-2026-001130,Sahyadri Polymers PVT LTD,,2026-08-03,33,31-60,486241.0,0.0,overdue
INV-2026-000884,Goldcrest Security Systems & Co,,2026-07-25,42,31-60,484989.0,577.54,overdue
INV-2026-000895,Anant Infra Conveyances PVT LTD,,2026-06-26,71,61-90,484910.0,0.0,overdue
INV-2026-001292,Orbitex Packaging Private Limited,,2026-08-17,19,1-30,484821.0,0.0,overdue
INV-2026-000534,Trividata Roofing Products PVT LTD,,2026-05-22,106,91-180,481620.0,0.0,overdue
INV-2026-000969,Everstone Water Treatment Company,,2026-08-03,33,31-60,481247.0,0.0,overdue
INV-2026-000722,Goldcrest Warehousing Private Limited,,2026-05-15,113,91-180,480345.0,0.0,overdue
INV-2026-001093,Vedika Facility Management & Co,,2026-07-30,37,31-60,478530.0,2161.57,open
INV-2026-000180,Ashwini Solar EPC PVT LTD,,2026-05-07,121,91-180,477550.0,0.0,overdue
INV-2026-001294,Vedika Textiles Company,,2026-07-17,50,31-60,475795.0,0.0,overdue
INV-2026-001147,Everstone Water Treatment Company,,2026-08-18,18,1-30,474176.0,0.0,overdue
INV-2026-001332,Pushpa Metals Agri Inputs PVT LTD,,2026-07-13,54,31-60,471430.0,0.0,overdue
INV-2026-000091,Ashwini Cable Systems LLP,,2026-04-15,143,91-180,471128.0,0.0,overdue
INV-2026-001453,Vedika Textiles Company,,2026-08-01,35,31-60,470978.0,0.0,overdue
INV-2026-000149,Nalanda Recyclers LLP,,2026-04-03,155,91-180,469380.0,0.0,open
INV-2026-001789,Orbitex Paper Mills PVT LTD,,2026-08-25,11,1-30,468086.0,0.0,overdue
INV-2026-000215,Vedika Facility Management & Co,,2026-05-09,119,91-180,467443.0,0.0,overdue
INV-2026-000242,Ashwini Interiors & Co,,2026-04-27,131,91-180,466916.0,0.0,overdue
INV-2026-000817,Nalanda Fab Services Private Limited,,2026-07-18,49,31-60,462894.0,0.0,overdue
INV-2026-000009,Copperleaf Electricals PVT LTD,,2026-04-23,135,91-180,461895.0,11141.71,overdue
INV-2026-001169,Nalanda Fab Services Private Limited,,2026-08-21,15,1-30,461659.0,0.0,overdue
INV-2026-000452,Vedika Textiles Company,,2026-04-29,129,91-180,458753.0,0.0,overdue
INV-2026-000108,Orbitex Packaging Private Limited,,2026-05-01,127,91-180,458321.0,0.0,overdue
INV-2026-000453,Trividata Roofing Products PVT LTD,,2026-05-14,114,91-180,456780.0,0.0,overdue
INV-2026-001241,Vedika Textiles Company,,2026-07-14,53,31-60,455989.0,0.0,overdue
INV-2026-001496,Sahyadri Polymers PVT LTD,,2026-09-04,1,1-30,455593.0,374813.9,overdue
INV-2026-001038,Trividata Roofing Products PVT LTD,,2026-07-09,58,31-60,455245.0,0.0,overdue
INV-2026-000491,Everstone Water Treatment Company,,2026-06-16,81,61-90,454951.0,0.0,overdue
INV-2026-001299,Nalanda Recyclers LLP,,2026-07-17,50,31-60,454747.0,0.0,overdue
INV-2026-001559,Meridian Lab Supplies LLP,,2026-08-03,33,31-60,454602.0,2992.14,overdue
INV-2026-001896,Meridian Lab Supplies LLP,,2026-09-03,2,1-30,453704.0,0.0,overdue
INV-2026-000425,Vedika Facility Management & Co,,2026-05-25,103,91-180,452564.0,0.0,overdue
INV-2026-000256,Meridian Lab Supplies LLP,,2026-04-03,155,91-180,452482.0,0.0,overdue
INV-2026-000323,Nalanda Recyclers LLP,,2026-04-16,142,91-180,451101.0,0.0,open
INV-2026-000705,Orbitex Dairy Foods PVT LTD,,2026-05-14,114,91-180,447588.0,0.0,overdue
INV-2026-000368,Orbitex Paper Mills PVT LTD,,2026-04-13,145,91-180,445791.0,0.0,overdue
INV-2026-000784,Copperleaf Electricals PVT LTD,,2026-06-29,68,61-90,445668.0,0.0,overdue
INV-2026-000610,Vedika Textiles Company,,2026-05-14,114,91-180,445613.0,0.0,overdue
INV-2026-000560,Vedika Textiles Company,,2026-05-09,119,91-180,445209.0,0.0,overdue
INV-2026-000744,Copperleaf Electricals PVT LTD,,2026-06-25,72,61-90,442087.0,0.0,overdue
INV-2026-001142,Trinetra Piping Solutions LLP,,2026-08-18,18,1-30,440934.0,0.0,overdue
INV-2026-001442,Vedika Textiles Company,,2026-07-31,36,31-60,440772.0,0.0,overdue
INV-2026-001351,Shree Balaji Hardware Private Limited,,2026-08-21,15,1-30,440169.0,86578.13,overdue
INV-2026-001177,Anant Infra Staffing Private Limited,,2026-08-07,29,1-30,439521.0,0.0,overdue
INV-2026-000248,Saptagiri Analytics Ltd,,2026-04-03,155,91-180,439369.0,0.0,overdue
INV-2026-001052,Nalanda Recyclers LLP,,2026-06-25,72,61-90,438529.0,0.0,overdue
INV-2026-001118,Orbitex Dairy Foods PVT LTD,,2026-06-24,73,61-90,438206.0,0.0,overdue
INV-2026-000527,Anant Infra Conveyances PVT LTD,,2026-05-21,107,91-180,437360.0,371.6,overdue
INV-2026-001328,Everstone Water Treatment Company,,2026-09-02,3,1-30,435118.0,404941.04,overdue
INV-2026-000548,Ashwini Solar EPC PVT LTD,,2026-06-08,89,61-90,433388.0,0.0,overdue
INV-2026-001113,Zenith One Logistics & Co,,2026-07-17,50,31-60,433000.0,0.0,overdue
INV-2026-000924,Suryavansh Print Solutions & Co,,2026-06-29,68,61-90,432177.0,0.0,overdue
INV-2026-000941,Anant Infra Staffing Private Limited,,2026-07-16,51,31-60,432106.0,466.54,overdue
INV-2026-000786,Copperleaf Electricals PVT LTD,,2026-06-29,68,61-90,430160.0,0.0,overdue
INV-2026-000129,Suryavansh Petro Chemicals & Co,,2026-04-17,141,91-180,428894.0,0.0,overdue
INV-2026-000855,Everstone Water Treatment Company,,2026-07-22,45,31-60,428877.0,0.0,overdue
INV-2026-000280,Trividata Roofing Products PVT LTD,,2026-04-29,129,91-180,428761.0,0.0,overdue
INV-2026-001314,Shree Balaji Hardware Private Limited,,2026-08-17,19,1-30,427610.0,0.0,overdue
INV-2026-001696,Vedika Textiles Company,,2026-08-25,11,1-30,425000.0,0.0,overdue
INV-2026-000105,Goldcrest Security Systems & Co,,2026-05-16,112,91-180,424889.0,0.0,overdue
INV-2026-000313,Goldcrest Warehousing Private Limited,,2026-04-07,151,91-180,423990.0,0.0,overdue
INV-2026-000349,Orbitex Packaging Private Limited,,2026-05-18,110,91-180,423692.0,0.0,overdue
INV-2026-001297,Suryavansh Petro Chemicals & Co,,2026-08-01,35,31-60,423484.0,0.0,overdue
INV-2026-001096,Vedika Textiles Company,,2026-06-30,67,61-90,423059.0,0.0,overdue
INV-2026-001662,Trividata Roofing Products PVT LTD,,2026-09-05,0,1-30,420439.0,367440.11,open
INV-2026-000631,Saptagiri Analytics Ltd,,2026-05-07,121,91-180,418567.0,0.0,overdue
INV-2026-001860,Meridian Lab Supplies LLP,,2026-09-01,4,1-30,418102.0,377218.68,overdue
INV-2026-000762,Suryavansh Print Solutions & Co,,2026-06-12,85,61-90,418049.0,0.0,overdue
INV-2026-000858,Orbitex Paper Mills PVT LTD,,2026-05-30,98,91-180,414676.0,0.0,overdue
INV-2026-000594,Goldcrest Steel Traders Company,,2026-05-13,115,91-180,414564.0,0.0,overdue
INV-2026-001064,Ashwini Cable Systems LLP,,2026-07-11,56,31-60,412672.0,1771.48,overdue
INV-2026-000939,Orbitex Dairy Foods PVT LTD,,2026-06-08,89,61-90,411842.0,0.0,overdue
INV-2026-000214,Goldcrest Security Systems & Co,,2026-05-25,103,91-180,411461.0,0.0,overdue
INV-2026-000103,Ashwini Cable Systems LLP,,2026-04-16,142,91-180,410872.0,0.0,overdue
INV-2026-000910,Orbitex Dairy Foods PVT LTD,,2026-06-04,93,91-180,409467.0,0.0,overdue
INV-2026-001074,Anant Infra Staffing Private Limited,,2026-07-27,40,31-60,408350.0,0.0,overdue
INV-2026-000382,Anant Infra Staffing Private Limited,,2026-05-22,106,91-180,407910.0,0.0,overdue
INV-2026-001484,Orbitex Dairy Foods PVT LTD,,2026-07-27,40,31-60,407315.0,0.0,overdue
INV-2026-001430,Vedika Facility Management & Co,,2026-08-29,7,1-30,406176.0,0.0,overdue
INV-2026-000604,Copperleaf Electricals PVT LTD,,2026-06-13,84,61-90,405538.0,0.0,overdue
INV-2026-000465,Vedika Textiles Company,,2026-04-30,128,91-180,405304.0,0.0,overdue
INV-2026-001295,Ashwini Interiors & Co,,2026-08-01,35,31-60,405092.0,0.0,overdue
INV-2026-001143,Shree Balaji Machine Parts & Co,,2026-08-18,18,1-30,403930.0,0.0,overdue
INV-2026-000061,Suryavansh Catering Services Company,,2026-04-13,145,91-180,403648.0,0.0,overdue
INV-2026-000395,Saptagiri Analytics Ltd,,2026-04-15,143,91-180,403492.0,0.0,overdue
INV-2026-001218,Suryavansh Catering Services Company,,2026-07-27,40,31-60,401673.0,0.0,overdue
INV-2026-000046,Vedika Facility Management & Co,,2026-04-27,131,91-180,400725.0,0.0,overdue
INV-2026-001909,Orbitex Paper Mills PVT LTD,,2026-09-04,1,1-30,398397.0,0.0,overdue
INV-2026-001063,Trinetra Piping Solutions LLP,,2026-08-10,26,1-30,396505.0,0.0,overdue
INV-2026-000391,Suryavansh Catering Services Company,,2026-05-08,120,91-180,396192.0,0.0,open
INV-2026-000671,Ashwini Interiors & Co,,2026-06-04,93,91-180,395445.0,0.0,overdue
INV-2026-001088,Orbitex Paper Mills PVT LTD,,2026-06-20,77,61-90,395389.0,0.0,overdue
INV-2026-001333,Sahyadri Polymers PVT LTD,,2026-08-20,16,1-30,395112.0,0.0,overdue
INV-2026-000211,Orbitex Packaging Private Limited,,2026-05-09,119,91-180,394783.0,0.0,overdue
INV-2026-000693,Goldcrest Security Systems & Co,,2026-07-06,61,61-90,394509.0,461.53,overdue
INV-2026-000675,Zenith One Logistics & Co,,2026-06-04,93,91-180,393821.0,431.12,overdue
INV-2026-000529,Meridian Lab Supplies LLP,,2026-04-28,130,91-180,393129.0,0.0,overdue
INV-2026-000249,Orbitex Packaging Private Limited,,2026-05-11,117,91-180,392514.0,0.0,overdue
INV-2026-001005,Ashwini Cable Systems LLP,,2026-07-06,61,61-90,392505.0,0.0,overdue
INV-2026-001429,Nalanda Recyclers LLP,,2026-07-30,37,31-60,392348.0,0.0,overdue
INV-2026-000894,Ashwini Cable Systems LLP,,2026-06-26,71,61-90,389602.0,0.0,overdue
INV-2026-001014,Everstone Water Treatment Company,,2026-08-05,31,31-60,389391.0,0.0,overdue
INV-2026-000304,Orbitex Dairy Foods PVT LTD,,2026-04-07,151,91-180,388286.0,0.0,overdue
INV-2026-001638,Nalanda Recyclers LLP,,2026-08-19,17,1-30,388152.0,0.0,overdue
INV-2026-000807,Suryavansh Petro Chemicals & Co,,2026-06-17,80,61-90,387906.0,0.0,overdue
INV-2026-001210,Nalanda Recyclers LLP,,2026-07-10,57,31-60,387383.0,0.0,overdue
INV-2026-001583,Suryavansh Print Solutions & Co,,2026-08-28,8,1-30,386644.0,257594.35,overdue
INV-2026-000045,Copperleaf Electricals PVT LTD,,2026-04-27,131,91-180,386622.0,0.0,overdue
INV-2026-001035,Pushpa Metals Agri Inputs PVT LTD,,2026-06-16,81,61-90,383150.0,336.48,open
INV-2026-000720,Goldcrest Steel Traders Company,,2026-05-23,105,91-180,382812.0,0.0,open
INV-2026-001736,Pushpa Metals Agri Inputs PVT LTD,,2026-08-20,16,1-30,381994.0,0.0,overdue
INV-2026-000607,Orbitex Packaging Private Limited,,2026-06-13,84,61-90,381564.0,2000.33,overdue
INV-2026-001519,Vedika Textiles Company,,2026-08-07,29,1-30,381025.0,0.0,overdue
INV-2026-000344,Ashwini Solar EPC PVT LTD,,2026-05-18,110,91-180,380944.0,0.0,overdue
INV-2026-001149,Goldcrest Steel Traders Company,,2026-07-04,63,61-90,379731.0,0.0,overdue
INV-2026-001612,Trividata Roofing Products PVT LTD,,2026-08-31,5,1-30,378388.0,0.0,overdue
INV-2026-001221,Pushpa Metals Agri Inputs PVT LTD,,2026-07-03,64,61-90,378014.0,331.81,overdue
INV-2026-000827,Suryavansh Petro Chemicals & Co,,2026-06-19,78,61-90,377800.0,713.83,overdue
INV-2026-000366,Trinetra Piping Solutions LLP,,2026-06-05,92,91-180,375803.0,0.0,overdue
