ref_id,ref_type,code,severity,amount_paise,detail,candidates,suggested_action,engine,llm_category,llm_action,txn_date,narration,amount,triage_category,triage_owner,triage_action,triage_confidence,llm_status,question_to_ask,group_key
BL-001143,bank_line,SHORT_DEDUCTION,medium,-370600,"Payment of 17302500 settles AR-INV-2026-001054 but is off by -370600 paise, beyond the 86512 paise tolerance. Needs a credit note / write-off, not a silent match.",AR-INV-2026-001054,raise_credit_note_or_writeoff,deterministic,,,2026-07-20,INV-2026-001054 NEFT CR KKBK0000812 900000054898 FROM SURYAVANSH PETRO CHEMICALS LLP freig,"-₹3,706.00",partial_or_short_payment,Banking-ops,raise_credit_note_or_writeoff,0.00,not_attempted,,
BL-001182,bank_line,SHORT_DEDUCTION,medium,-1043900,"Payment of -20482200 settles AP-VB-2026-001056 but is off by -1043900 paise, beyond the 102411 paise tolerance. Needs a credit note / write-off, not a silent match.",AP-VB-2026-001056,raise_credit_note_or_writeoff,deterministic,,,2026-07-23,UPI/HDFC0001234/831750735311/VB-2026-001056/eversta@okaxis/EVERSTONE STAFFING JAI,"-₹10,439.00",partial_or_short_payment,Banking-ops,raise_credit_note_or_writeoff,0.00,not_attempted,,
BL-001209,bank_line,SHORT_DEDUCTION,medium,-3103800,"Payment of -91531200 settles AP-VB-2026-001171 but is off by -3103800 paise, beyond the 457656 paise tolerance. Needs a credit note / write-off, not a silent match.",AP-VB-2026-001171,raise_credit_note_or_writeoff,deterministic,,,2026-07-27,VB-2026-001171 NEFT DR HDFC0001234 900000060730 FROM MERIDIAN POAYMERS LTD milestone 2 INR,"-₹31,038.00",partial_or_short_payment,Banking-ops,raise_credit_note_or_writeoff,0.00,not_attempted,,
BL-001232,bank_line,SHORT_DEDUCTION,medium,-2522700,"Payment of -63306800 settles AP-RT-2026-001304 but is off by -2522700 paise, beyond the 316534 paise tolerance. Needs a credit note / write-off, not a silent match.",AP-RT-2026-001304,raise_credit_note_or_writeoff,deterministic,,,2026-07-28,RT-2026-001304 RTGS UTIB0002233 900000066571 VAISHNAVI PIPING SOLUTIONS LTD INR 633068.00,"-₹25,227.00",partial_or_short_payment,Banking-ops,raise_credit_note_or_writeoff,0.00,not_attempted,,
BL-001255,bank_line,SHORT_DEDUCTION,medium,-664400,"Payment of 26409500 settles AR-INV-2026-001376 but is off by -664400 paise, beyond the 132047 paise tolerance. Needs a credit note / write-off, not a silent match.",AR-INV-2026-001376,raise_credit_note_or_writeoff,deterministic,,,2026-07-29,CHQ CLG VEDIKA TEXTILES CO INV-2026-001376,"-₹6,644.00",partial_or_short_payment,Banking-ops,raise_credit_note_or_writeoff,0.00,not_attempted,,
BL-001279,bank_line,SHORT_DEDUCTION,medium,-106400,"Payment of 6370600 settles AR-INV-2026-001459 but is off by -106400 paise, beyond the 31853 paise tolerance. Needs a credit note / write-off, not a silent match.",AR-INV-2026-001459,raise_credit_note_or_writeoff,deterministic,,,2026-07-31,INV-2026-001459 NEFT CR ICIC0000429 900000072031 FROM PUSHPA METALS AGRI INPUTS & CO secur,"-₹1,064.00",partial_or_short_payment,Banking-ops,raise_credit_note_or_writeoff,0.00,not_attempted,,
BL-001280,bank_line,SHORT_DEDUCTION,medium,-345400,"Payment of 9804600 settles AR-INV-2026-001192 but is off by -345400 paise, beyond the 49023 paise tolerance. Needs a credit note / write-off, not a silent match.",AR-INV-2026-001192,raise_credit_note_or_writeoff,deterministic,,,2026-07-31,UPI/HDFC0001234/873016771348/anancon@okhdfcbank/ANANCON CONVEYANCES /INV-2026-001192,"-₹3,454.00",partial_or_short_payment,Banking-ops,raise_credit_note_or_writeoff,0.00,not_attempted,,
BL-001292,bank_line,SHORT_DEDUCTION,medium,-2377800,"Payment of -43173600 settles AP-VB-2026-001486 but is off by -2377800 paise, beyond the 215868 paise tolerance. Needs a credit note / write-off, not a silent match.",AP-VB-2026-001486,raise_credit_note_or_writeoff,deterministic,,,2026-08-01,VB-2026-001486 CHQ CLG ANANT INFRA ELECTRICALS LTD VB-2026-001486,"-₹23,778.00",partial_or_short_payment,Banking-ops,raise_credit_note_or_writeoff,0.00,not_attempted,,
BL-001293,bank_line,SHORT_DEDUCTION,medium,-1992800,"Payment of -40722700 settles AP-RT-2026-001266 but is off by -1992800 paise, beyond the 203613 paise tolerance. Needs a credit note / write-off, not a silent match.",AP-RT-2026-001266,raise_credit_note_or_writeoff,deterministic,,,2026-08-01,UPI/HDFC0001234/650276542968/merihar@okaxis/MERIDIAN HARDWARE NOI/RT-2026-001266,"-₹19,928.00",partial_or_short_payment,Banking-ops,raise_credit_note_or_writeoff,0.00,not_attempted,,
BL-001316,bank_line,SHORT_DEDUCTION,medium,-594400,"Payment of 13763300 settles AR-INV-2026-001523 but is off by -594400 paise, beyond the 68816 paise tolerance. Needs a credit note / write-off, not a silent match.",AR-INV-2026-001523,raise_credit_note_or_writeoff,deterministic,,,2026-08-03,INV-2026-001523 NEFT CR ICIC0000429 900000073861 FROM GOLDCREST WAREHOUSING PRIVATE LIMITE,"-₹5,944.00",partial_or_short_payment,Banking-ops,raise_credit_note_or_writeoff,0.00,not_attempted,,
BL-001339,bank_line,SHORT_DEDUCTION,medium,-1726100,"Payment of 72096100 settles AR-INV-2026-001444 but is off by -1726100 paise, beyond the 360480 paise tolerance. Needs a credit note / write-off, not a silent match.",AR-INV-2026-001444,raise_credit_note_or_writeoff,deterministic,,,2026-08-05,CHQ CLG VEDIKA TEXTILES PRI INV-2026-001444,"-₹17,261.00",partial_or_short_payment,Banking-ops,raise_credit_note_or_writeoff,0.00,not_attempted,,
BL-001352,bank_line,SHORT_DEDUCTION,medium,-4237200,"Payment of -86833600 settles AP-RT-2026-000952 but is off by -4237200 paise, beyond the 434168 paise tolerance. Needs a credit note / write-off, not a silent match.",AP-RT-2026-000952,raise_credit_note_or_writeoff,deterministic,,,2026-08-07,RT-2026-000952 NEFT DR UTIB0002233 900000050400 FROM GOLDCREST STEEL TRADERS NAG material,"-₹42,372.00",partial_or_short_payment,Banking-ops,raise_credit_note_or_writeoff,0.00,not_attempted,,
BL-001353,bank_line,SHORT_DEDUCTION,medium,-3112800,"Payment of -83046400 settles AP-RT-2026-000930 but is off by -3112800 paise, beyond the 415232 paise tolerance. Needs a credit note / write-off, not a silent match.",AP-RT-2026-000930,raise_credit_note_or_writeoff,deterministic,,,2026-08-07,RT-2026-000930 NEFT DR SBIN0000921 900000049252 FROM TRINETRA SOLAR E amc renewal INR 8304,"-₹31,128.00",partial_or_short_payment,Banking-ops,raise_credit_note_or_writeoff,0.00,not_attempted,,
BL-001421,bank_line,SHORT_DEDUCTION,medium,-141900,"Payment of -27389000 settles AP-RT-2026-001187 but is off by -141900 paise, beyond the 136945 paise tolerance. Needs a credit note / write-off, not a silent match.",AP-RT-2026-001187,raise_credit_note_or_writeoff,deterministic,,,2026-08-13,RT-2026-001187 NEFT DR ICIC0000429 900000061397 FROM KARMPCI SOLUTIONS  freight charges IN,"-₹1,419.00",partial_or_short_payment,Banking-ops,raise_credit_note_or_writeoff,0.00,not_attempted,,
BL-001452,bank_line,SHORT_DEDUCTION,medium,-288500,"Payment of -10613700 settles AP-RT-2026-001236 but is off by -288500 paise, beyond the 53068 paise tolerance. Needs a credit note / write-off, not a silent match.",AP-RT-2026-001236,raise_credit_note_or_writeoff,deterministic,,,2026-08-17,RT-2026-001236 NEFT DR UTIB0002233 900000063366 FROM KARMAN PRINT SOLUTTONS LTD invoice se,"-₹2,885.00",partial_or_short_payment,Banking-ops,raise_credit_note_or_writeoff,0.00,not_attempted,,
BL-001489,bank_line,SHORT_DEDUCTION,medium,-266300,"Payment of -16628100 settles AP-RT-2026-001091 but is off by -266300 paise, beyond the 83140 paise tolerance. Needs a credit note / write-off, not a silent match.",AP-RT-2026-001091,raise_credit_note_or_writeoff,deterministic,,,2026-08-19,RT-2026-001091 NEFT DR ICIC0000429 900000056375 FROM TRINETRA SOLAR EPC LLP amc renewal IN,"-₹2,663.00",partial_or_short_payment,Banking-ops,raise_credit_note_or_writeoff,0.00,not_attempted,,
BL-001495,bank_line,SHORT_DEDUCTION,medium,-1098400,"Payment of -46705800 settles AP-VB-2026-001568 but is off by -1098400 paise, beyond the 233529 paise tolerance. Needs a credit note / write-off, not a silent match.",AP-VB-2026-001568,raise_credit_note_or_writeoff,deterministic,,,2026-08-20,VB-2026-001568 CHQ CLG ANANT INFRA ELECT VB-2026-001568,"-₹10,984.00",partial_or_short_payment,Banking-ops,raise_credit_note_or_writeoff,0.00,not_attempted,,
BL-001525,bank_line,SHORT_DEDUCTION,medium,-213900,"Payment of -20497800 settles AP-VB-2026-001664 but is off by -213900 paise, beyond the 102489 paise tolerance. Needs a credit note / write-off, not a silent match.",AP-VB-2026-001664,raise_credit_note_or_writeoff,deterministic,,,2026-08-22,VB-2026-001664 RTGS UTIB0002233 900000077217 SUNDARA WATER TR INR 204978.00 advance,"-₹2,139.00",partial_or_short_payment,Banking-ops,raise_credit_note_or_writeoff,0.00,not_attempted,,
BL-001565,bank_line,SHORT_DEDUCTION,medium,-15829800,"Payment of 342050700 settles AR-INV-2026-001755 but is off by -15829800 paise, beyond the 500000 paise tolerance. Needs a credit note / write-off, not a silent match.",AR-INV-2026-001755,raise_credit_note_or_writeoff,deterministic,,,2026-08-24,INV-2026-001755 NEFT CR UTIB0002233 900000078390 FROM ORBITEX PAPER MILLS  freight charges,"-₹1,58,298.00",partial_or_short_payment,Banking-ops,raise_credit_note_or_writeoff,0.00,not_attempted,,
BL-001593,bank_line,SHORT_DEDUCTION,medium,-1893800,"Payment of 83771100 settles AR-INV-2026-001678 but is off by -1893800 paise, beyond the 418855 paise tolerance. Needs a credit note / write-off, not a silent match.",AR-INV-2026-001678,raise_credit_note_or_writeoff,deterministic,,,2026-08-27,UPI/HDFC0001234/595486257700/merilab@ybl/MERIDIAN LABVS /INV-2026-001678,"-₹18,938.00",partial_or_short_payment,Banking-ops,raise_credit_note_or_writeoff,0.00,not_attempted,,
BL-001601,bank_line,SHORT_DEDUCTION,medium,-381100,"Payment of 8107000 settles AR-INV-2026-001348 but is off by -381100 paise, beyond the 40535 paise tolerance. Needs a credit note / write-off, not a silent match.",AR-INV-2026-001348,raise_credit_note_or_writeoff,deterministic,,,2026-08-28,INV-2026-001348 NEFT CR SBIN0000921 900000068525 FROM ANANT INFRA STAFFING HUB advance INR,"-₹3,811.00",partial_or_short_payment,Banking-ops,raise_credit_note_or_writeoff,0.00,not_attempted,,
BL-001610,bank_line,SHORT_DEDUCTION,medium,-976100,"Payment of -26685200 settles AP-VB-2026-001285 but is off by -976100 paise, beyond the 133426 paise tolerance. Needs a credit note / write-off, not a silent match.",AP-VB-2026-001285,raise_credit_note_or_writeoff,deterministic,,,2026-08-29,UPI/HDFC0001234/891168816002/VB-2026-001285/eversta@ybl/EVERSTONE STAFFING PRIVATE LIMITED,"-₹9,761.00",partial_or_short_payment,Banking-ops,raise_credit_note_or_writeoff,0.00,not_attempted,,
BL-000037,bank_line,UNALLOCATED_CREDIT,high,94120600,narration='NEFT CR HDFC0001234 900000017066 FROM GOLDCREST WAREHOUSING PRIVATE LIMITED full and final' channel=NEFT utr=900000017066,,contact_customer_for_remap_advice,deterministic,,,2026-03-30,NEFT CR HDFC0001234 900000017066 FROM GOLDCREST WAREHOUSING PRIVATE LIMITED full and final,"₹9,41,206.00",customer_overpayment,Banking-ops,contact_customer_for_remap_advice,0.00,not_attempted,,
BL-000107,bank_line,UNALLOCATED_CREDIT,high,83565500,narration='NEFT CR SBIN0000921 900000023042 FROM ORBITEX PAPER MILLS PVT LTD advance INR 835655.00' channel=NEFT utr=900000023042,,contact_customer_for_remap_advice,deterministic,,,2026-04-11,NEFT CR SBIN0000921 900000023042 FROM ORBITEX PAPER MILLS PVT LTD advance INR 835655.00,"₹8,35,655.00",customer_overpayment,Banking-ops,contact_customer_for_remap_advice,0.00,not_attempted,,
BL-000207,bank_line,UNALLOCATED_CREDIT,high,82986100,narration='NEFT CR UTIB0002233 900000027311 FROM PUSHPA METALS AGRI INPUTS PVT LTD full and final INR' channel=NEFT utr=900000027311,,contact_customer_for_remap_advice,deterministic,,,2026-04-24,NEFT CR UTIB0002233 900000027311 FROM PUSHPA METALS AGRI INPUTS PVT LTD full and final INR,"₹8,29,861.00",customer_overpayment,Banking-ops,contact_customer_for_remap_advice,0.00,not_attempted,,
BL-000303,bank_line,UNMATCHED_DEBIT,high,-63920500,narration='UPI/HDFC0001234/636249098836/pragcon@paytm/PRAGATI CONV' channel=UPI utr=900000020527,,confirm_payee_with_ap_team_before_reposting,deterministic,,,2026-05-05,UPI/HDFC0001234/636249098836/pragcon@paytm/PRAGATI CONV,"-₹6,39,205.00",vendor_overpayment,Banking-ops,confirm_payee_with_ap_team_before_reposting,0.00,not_attempted,,
BL-000393,bank_line,UNALLOCATED_CREDIT,high,51729800,narration='RTGS SBIN0000921 900000018990 SHREE BALAJI HARDIARE INR 517298.00 part payment INV-2026-00' channel=RTGS utr=900000018990,,contact_customer_for_remap_advice,deterministic,,,2026-05-13,RTGS SBIN0000921 900000018990 SHREE BALAJI HARDIARE INR 517298.00 part payment INV-2026-00,"₹5,17,298.00",customer_overpayment,Banking-ops,contact_customer_for_remap_advice,0.00,not_attempted,,
BL-000400,bank_line,UNMATCHED_DEBIT,high,-14943100,narration='UPI/HDFC0001234/773443858908/eversta@paytm/EVERSTONE STAFFING & CO' channel=UPI utr=900000017526,,confirm_payee_with_ap_team_before_reposting,deterministic,,,2026-05-14,UPI/HDFC0001234/773443858908/eversta@paytm/EVERSTONE STAFFING & CO,"-₹1,49,431.00",vendor_overpayment,Banking-ops,confirm_payee_with_ap_team_before_reposting,0.00,not_attempted,,
BL-000545,bank_line,UNALLOCATED_CREDIT,high,41374200,narration='UPI/HDFC0001234/604675279208/anancon@paytm/ANANT INFRA CONVEYANCES COMPANY' channel=UPI utr=900000032231,,contact_customer_for_remap_advice,deterministic,,,2026-05-25,UPI/HDFC0001234/604675279208/anancon@paytm/ANANT INFRA CONVEYANCES COMPANY,"₹4,13,742.00",customer_overpayment,Banking-ops,contact_customer_for_remap_advice,0.00,not_attempted,,
BL-000593,bank_line,BANK_CHARGE_NO_DOCUMENT,low,51805700,narration='NEFT CR ICIC0000429 900000039840 FROM ASHWINI INTERIORS LTD amc renewal INR 518057.00 INV-' channel=NEFT utr=900000039840,,post_to_bank_charges_gl,deterministic,,,2026-05-29,NEFT CR ICIC0000429 900000039840 FROM ASHWINI INTERIORS LTD amc renewal INR 518057.00 INV-,"₹5,18,057.00",bank_charge,Banking-ops,post_to_bank_charges_gl,0.00,not_attempted,,
BL-000712,bank_line,UNMATCHED_DEBIT,high,-57479800,narration='UPI/HDFC0001234/820212317556/eversta@okhdfcbank/EVERSTONE STAFFING & CO' channel=UPI utr=900000040150,,confirm_payee_with_ap_team_before_reposting,deterministic,,,2026-06-10,UPI/HDFC0001234/820212317556/eversta@okhdfcbank/EVERSTONE STAFFING & CO,"-₹5,74,798.00",vendor_overpayment,Banking-ops,confirm_payee_with_ap_team_before_reposting,0.00,not_attempted,,
BL-000743,bank_line,UNMATCHED_DEBIT,high,-23524400,narration='UPI/HDFC0001234/442030737713/bluecol@okaxis/BLUECOL CH' channel=UPI utr=900000037144,,confirm_payee_with_ap_team_before_reposting,deterministic,,,2026-06-13,UPI/HDFC0001234/442030737713/bluecol@okaxis/BLUECOL CH,"-₹2,35,244.00",vendor_overpayment,Banking-ops,confirm_payee_with_ap_team_before_reposting,0.00,not_attempted,,
BL-000746,bank_line,BANK_CHARGE_NO_DOCUMENT,low,19793200,narration='NEFT CR HDFC0001234 900000041761 FROM SAHYADRI POLYMERS PVT LTD freight charges INR 197932' channel=NEFT utr=900000041761,,post_to_bank_charges_gl,deterministic,,,2026-06-13,NEFT CR HDFC0001234 900000041761 FROM SAHYADRI POLYMERS PVT LTD freight charges INR 197932,"₹1,97,932.00",bank_charge,Banking-ops,post_to_bank_charges_gl,0.00,not_attempted,,
BL-000795,bank_line,UNMATCHED_DEBIT,high,-53225800,narration='NEFT DR ICIC0000429 900000043309 FROM TRINETRA AGRI INPUTS advance INR 532258.00' channel=NEFT utr=900000043309,,confirm_payee_with_ap_team_before_reposting,deterministic,,,2026-06-19,NEFT DR ICIC0000429 900000043309 FROM TRINETRA AGRI INPUTS advance INR 532258.00,"-₹5,32,258.00",vendor_overpayment,Banking-ops,confirm_payee_with_ap_team_before_reposting,0.00,not_attempted,,
BL-000806,bank_line,UNMATCHED_DEBIT,high,-44314800,narration='NEFT DR SBIN0000921 900000034095 FROM TRINETRA SOLAR security deposit INR 443148.00' channel=NEFT utr=900000034095,,confirm_payee_with_ap_team_before_reposting,deterministic,,,2026-06-20,NEFT DR SBIN0000921 900000034095 FROM TRINETRA SOLAR security deposit INR 443148.00,"-₹4,43,148.00",vendor_overpayment,Banking-ops,confirm_payee_with_ap_team_before_reposting,0.00,not_attempted,,
BL-000817,bank_line,UNMATCHED_DEBIT,high,-33265800,narration='UPI/HDFC0001234/859565451834/ashwmac@paytm/ASHWINI MACHINE PAR' channel=UPI utr=900000037820,,confirm_payee_with_ap_team_before_reposting,deterministic,,,2026-06-22,UPI/HDFC0001234/859565451834/ashwmac@paytm/ASHWINI MACHINE PAR,"-₹3,32,658.00",vendor_overpayment,Banking-ops,confirm_payee_with_ap_team_before_reposting,0.00,not_attempted,,
BL-000818,bank_line,UNMATCHED_DEBIT,high,-25337600,narration='NEFT DR HDFC0001234 900000025367 FROM GOLDCREST STEEL TRADERS COMPANY security deposit INR' channel=NEFT utr=900000025367,,confirm_payee_with_ap_team_before_reposting,deterministic,,,2026-06-22,NEFT DR HDFC0001234 900000025367 FROM GOLDCREST STEEL TRADERS COMPANY security deposit INR,"-₹2,53,376.00",vendor_overpayment,Banking-ops,confirm_payee_with_ap_team_before_reposting,0.00,not_attempted,,
BL-000856,bank_line,UNMATCHED_DEBIT,high,-31043900,narration='NEFT DR KKBK0000812 900000034341 FROM GOLDCREST STEEL TRADERS COMPANY invoice settlement I' channel=NEFT utr=900000034341,,confirm_payee_with_ap_team_before_reposting,deterministic,,,2026-06-25,NEFT DR KKBK0000812 900000034341 FROM GOLDCREST STEEL TRADERS COMPANY invoice settlement I,"-₹3,10,439.00",vendor_overpayment,Banking-ops,confirm_payee_with_ap_team_before_reposting,0.00,not_attempted,,
BL-000866,bank_line,UNALLOCATED_CREDIT,high,149553100,narration='NEFT CR SBIN0000921 900000053617 FROM GOLDCREST STEEL TRA part payment INR 1495531.00 INV-' channel=NEFT utr=900000053617,,contact_customer_for_remap_advice,deterministic,,,2026-06-25,NEFT CR SBIN0000921 900000053617 FROM GOLDCREST STEEL TRA part payment INR 1495531.00 INV-,"₹14,95,531.00",customer_overpayment,Banking-ops,contact_customer_for_remap_advice,0.00,not_attempted,,
BL-000899,bank_line,UNALLOCATED_CREDIT,high,14007200,narration='NEFT CR HDFC0001234 900000037665 FROM GOLDCREST SECURITY SYSTEMS PRIVATE LIMITED milestone' channel=NEFT utr=900000037665,,contact_customer_for_remap_advice,deterministic,,,2026-06-29,NEFT CR HDFC0001234 900000037665 FROM GOLDCREST SECURITY SYSTEMS PRIVATE LIMITED milestone,"₹1,40,072.00",customer_overpayment,Banking-ops,contact_customer_for_remap_advice,0.00,not_attempted,,
BL-000919,bank_line,UNMATCHED_DEBIT,high,-121587900,narration='UPI/HDFC0001234/577224508323/ashwmac@paytm/ASHWINI MACHIN' channel=UPI utr=900000040121,,confirm_payee_with_ap_team_before_reposting,deterministic,,,2026-07-01,UPI/HDFC0001234/577224508323/ashwmac@paytm/ASHWINI MACHIN,"-₹12,15,879.00",vendor_overpayment,Banking-ops,confirm_payee_with_ap_team_before_reposting,0.00,not_attempted,,
BL-000949,bank_line,UNALLOCATED_CREDIT,high,38244400,narration='NEFT CR KKBK0000812 900000039568 FROM GOLDCREST SECURITY SYSTEMS & CO milestone 2 INR 3824' channel=NEFT utr=900000039568,,contact_customer_for_remap_advice,deterministic,,,2026-07-03,NEFT CR KKBK0000812 900000039568 FROM GOLDCREST SECURITY SYSTEMS & CO milestone 2 INR 3824,"₹3,82,444.00",customer_overpayment,Banking-ops,contact_customer_for_remap_advice,0.00,not_attempted,,
BL-001022,bank_line,UNMATCHED_DEBIT,high,-65824000,narration='NEFT DR UTIB0002233 900000054423 FROM TRINETRA AGRI INPUTS COMPANY against inv INR 658240.' channel=NEFT utr=900000054423,,confirm_payee_with_ap_team_before_reposting,deterministic,,,2026-07-10,NEFT DR UTIB0002233 900000054423 FROM TRINETRA AGRI INPUTS COMPANY against inv INR 658240.,"-₹6,58,240.00",vendor_overpayment,Banking-ops,confirm_payee_with_ap_team_before_reposting,0.00,not_attempted,,
BL-001032,bank_line,UNALLOCATED_CREDIT,high,124198800,narration='NEFT CR ICIC0000429 900000081040 FROM PUSHAGR INPUTS  material supply INR 1241988.00 INV-2' channel=NEFT utr=900000081040,,contact_customer_for_remap_advice,deterministic,,,2026-07-10,NEFT CR ICIC0000429 900000081040 FROM PUSHAGR INPUTS  material supply INR 1241988.00 INV-2,"₹12,41,988.00",customer_overpayment,Banking-ops,contact_customer_for_remap_advice,0.00,not_attempted,,
BL-001059,bank_line,UNALLOCATED_CREDIT,high,55163300,narration='NEFT CR KKBK0000812 900000044302 FROM GOLDCREST SECURITY SYSTEMS & CO security deposit INR' channel=NEFT utr=900000044302,,contact_customer_for_remap_advice,deterministic,,,2026-07-13,NEFT CR KKBK0000812 900000044302 FROM GOLDCREST SECURITY SYSTEMS & CO security deposit INR,"₹5,51,633.00",customer_overpayment,Banking-ops,contact_customer_for_remap_advice,0.00,not_attempted,,
BL-001098,bank_line,UNALLOCATED_CREDIT,high,143578600,narration='NEFT CR KKBK0000812 900000080961 FROM VEDIFAC MANAGEMENT part payment INR 1435786.00' channel=NEFT utr=900000080961,,contact_customer_for_remap_advice,deterministic,,,2026-07-16,NEFT CR KKBK0000812 900000080961 FROM VEDIFAC MANAGEMENT part payment INR 1435786.00,"₹14,35,786.00",customer_overpayment,Banking-ops,contact_customer_for_remap_advice,0.00,not_attempted,,
BL-001158,bank_line,UNALLOCATED_CREDIT,high,19622000,narration='NEFT CR ICIC0000429 900000070701 FROM GOLDCREST WAREHOU  part payment INR 196220.00' channel=NEFT utr=900000070701,,contact_customer_for_remap_advice,deterministic,,,2026-07-21,NEFT CR ICIC0000429 900000070701 FROM GOLDCREST WAREHOU  part payment INR 196220.00,"₹1,96,220.00",customer_overpayment,Banking-ops,contact_customer_for_remap_advice,0.00,not_attempted,,
BL-001162,bank_line,UNALLOCATED_CREDIT,high,109940600,narration='NEFT CR SBIN0000921 900000060398 FROM TRIVIDATA ROOF advance INR 1099406.00' channel=NEFT utr=900000060398,,contact_customer_for_remap_advice,deterministic,,,2026-07-21,NEFT CR SBIN0000921 900000060398 FROM TRIVIDATA ROOF advance INR 1099406.00,"₹10,99,406.00",customer_overpayment,Banking-ops,contact_customer_for_remap_advice,0.00,not_attempted,,
BL-001184,bank_line,UNALLOCATED_CREDIT,high,13461400,narration='UPI/HDFC0001234/550921246025/anancon@okhdfcbank/ANANCON CONV' channel=UPI utr=900000067508,,contact_customer_for_remap_advice,deterministic,,,2026-07-23,UPI/HDFC0001234/550921246025/anancon@okhdfcbank/ANANCON CONV,"₹1,34,614.00",customer_overpayment,Banking-ops,contact_customer_for_remap_advice,0.00,not_attempted,,
BL-001190,bank_line,BANK_CHARGE_NO_DOCUMENT,low,39668200,narration='NEFT CR ICIC0000429 900000055264 FROM ASHWINI CABLEPSYSTEMS PUN amc renewal INR 396682.00' channel=NEFT utr=900000055264,,post_to_bank_charges_gl,deterministic,,,2026-07-24,NEFT CR ICIC0000429 900000055264 FROM ASHWINI CABLEPSYSTEMS PUN amc renewal INR 396682.00,"₹3,96,682.00",bank_charge,Banking-ops,post_to_bank_charges_gl,0.00,not_attempted,,
BL-001208,bank_line,UNALLOCATED_CREDIT,high,212630300,narration='NEFT CR SBIN0000921 900000042975 FROM ASHWSOL EP against inv INR 2126303.00' channel=NEFT utr=900000042975,,contact_customer_for_remap_advice,deterministic,,,2026-07-25,NEFT CR SBIN0000921 900000042975 FROM ASHWSOL EP against inv INR 2126303.00,"₹21,26,303.00",customer_overpayment,Banking-ops,contact_customer_for_remap_advice,0.00,not_attempted,,
BL-001283,bank_line,UNALLOCATED_CREDIT,high,14467400,narration='UPI/HDFC0001234/758120090751/anancon@paytm/ANANT INFRA CONVEYANCES PVT LTD' channel=UPI utr=900000063232,,contact_customer_for_remap_advice,deterministic,,,2026-07-31,UPI/HDFC0001234/758120090751/anancon@paytm/ANANT INFRA CONVEYANCES PVT LTD,"₹1,44,674.00",customer_overpayment,Banking-ops,contact_customer_for_remap_advice,0.00,not_attempted,,
BL-001289,bank_line,UNALLOCATED_CREDIT,high,243923100,narration='NEFT CR ICIC0000429 900000074882 FROM ORBITEX PA invoice settlement INR 2439231.00 INV-202' channel=NEFT utr=900000074882,,contact_customer_for_remap_advice,deterministic,,,2026-07-31,NEFT CR ICIC0000429 900000074882 FROM ORBITEX PA invoice settlement INR 2439231.00 INV-202,"₹24,39,231.00",customer_overpayment,Banking-ops,contact_customer_for_remap_advice,0.00,not_attempted,,
BL-001324,bank_line,UNMATCHED_DEBIT,high,-39587200,narration='NEFT DR KKBK0000812 900000067250 FROM TRINETRA AGRI INP milestone 2 INR 395872.00' channel=NEFT utr=900000067250,,confirm_payee_with_ap_team_before_reposting,deterministic,,,2026-08-04,NEFT DR KKBK0000812 900000067250 FROM TRINETRA AGRI INP milestone 2 INR 395872.00,"-₹3,95,872.00",vendor_overpayment,Banking-ops,confirm_payee_with_ap_team_before_reposting,0.00,not_attempted,,
BL-001371,bank_line,UNALLOCATED_CREDIT,high,15715900,narration='NEFT CR ICIC0000429 900000052060 FROM ASHWINI SOLAR EPC PVT LTD against inv INR 157159.00' channel=NEFT utr=900000052060,,contact_customer_for_remap_advice,deterministic,,,2026-08-08,NEFT CR ICIC0000429 900000052060 FROM ASHWINI SOLAR EPC PVT LTD against inv INR 157159.00,"₹1,57,159.00",customer_overpayment,Banking-ops,contact_customer_for_remap_advice,0.00,not_attempted,,
BL-001479,bank_line,UNALLOCATED_CREDIT,high,24086600,narration='UPI/HDFC0001234/844935725266/everwat@okhdfcbank/EVERSTONE WATER TREATMENT COMPANY' channel=UPI utr=900000057058,,contact_customer_for_remap_advice,deterministic,,,2026-08-18,UPI/HDFC0001234/844935725266/everwat@okhdfcbank/EVERSTONE WATER TREATMENT COMPANY,"₹2,40,866.00",customer_overpayment,Banking-ops,contact_customer_for_remap_advice,0.00,not_attempted,,
BL-001518,bank_line,UNALLOCATED_CREDIT,high,62073700,narration='UPI/HDFC0001234/210583712790/ashwcol@paytm/ASHWINI COLD CHAIN PRIVATE LIMITED' channel=UPI utr=900000071251,,contact_customer_for_remap_advice,deterministic,,,2026-08-21,UPI/HDFC0001234/210583712790/ashwcol@paytm/ASHWINI COLD CHAIN PRIVATE LIMITED,"₹6,20,737.00",customer_overpayment,Banking-ops,contact_customer_for_remap_advice,0.00,not_attempted,,
BL-001555,bank_line,UNALLOCATED_CREDIT,high,42503400,narration='RTGS UTIB0002233 900000068567 SHREE BALAJI HARDWARE PRIVATE LIMITED INR 425034.00 freight' channel=RTGS utr=900000068567,,contact_customer_for_remap_advice,deterministic,,,2026-08-24,RTGS UTIB0002233 900000068567 SHREE BALAJI HARDWARE PRIVATE LIMITED INR 425034.00 freight,"₹4,25,034.00",customer_overpayment,Banking-ops,contact_customer_for_remap_advice,0.00,not_attempted,,
