line_id,txn_date,value_date,narration,utr,amount_in,amount_out,account
BL-000155,2026-06-26,2026-06-26,NEFT CR HDFC0001234 900000014405 FROM TRIVIDATA WAREHOUSING HUB invoice settlement INR 935,900000014405,93542.00,,HDFC-Current-4421
BL-000156,2026-06-26,2026-06-26,NEFT CR UTIB0002233 900000013805 FROM SHREE BALAJI  security deposit INR 198977.00 INV-202,900000013805,198977.00,,HDFC-Current-4421
BL-000157,2026-06-26,2026-06-26,UPI/HDFC0001234/651810688734/zeniele@ybl/ZENITH ONE ELECTRIC/INV-2026-000232,900000015789,216750.00,,HDFC-Current-4421
BL-000158,2026-06-26,2026-06-26,NEFT CR KKBK0000812 900000011759 FROM TANSH MACHINE PA against inv INR 219811.00 INV-2026-,900000011759,219811.00,,HDFC-Current-4421
BL-000159,2026-06-26,2026-06-26,UPI/HDFC0001234/101262182433/zeniele@ybl/ZENINH ONE ELECTRICALS & CO/INV-2026-000335,900000020159,401091.00,,HDFC-Current-4421
BL-000160,2026-06-26,2026-06-26,UPI/HDFC0001234/279359744443/ramacon@okaxis/RAMAN DEEP CONVEYANCES HUB,900000012114,745456.00,,HDFC-Current-4421
BL-000161,2026-06-27,2026-06-27,CHQ CLG SAPTAGIRI MACHINE PA ,900000011830,,461052.00,HDFC-Current-4421
BL-000162,2026-06-27,2026-06-27,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000047 UTR 900000002259,900000002259,135977.64,,HDFC-Current-4421
BL-000163,2026-06-27,2026-06-27,UPI/HDFC0001234/836134507384/INV-2026-000217/zeniele@okaxis/ZENITH ONE ELECTHICALS & CO,900000015124,257203.00,,HDFC-Current-4421
BL-000164,2026-06-27,2026-06-27,UPI/HDFC0001234/162974500086/ramacon@paytm/RAMACON CONVEYANCES,900000013353,5594420.00,,HDFC-Current-4421
BL-000165,2026-06-29,2026-06-29,RT-2026-000146 NEFT DR UTIB0002233 900000012007 FROM VAISHNAVI LOGISTICS LTD advance INR 1,900000012007,,1752961.00,HDFC-Current-4421
BL-000166,2026-06-29,2026-06-29,RT-2026-000062 RTGS UTIB0002233 900000008306 SHREE BALAJI ELECTRICALS JAI INR 432014.00 ma,900000008306,,432014.00,HDFC-Current-4421
BL-000167,2026-06-29,2026-06-29,NEFT DR ICIC0000429 900000005952 FROM RAMAN DEEP HARDWARE PUN against inv INR 418761.00 RT,900000005952,,418761.00,HDFC-Current-4421
BL-000168,2026-06-29,2026-06-29,VB-2026-000273 NEFT DR KKBK0000812 900000017298 FROM KARMAN CONVEYANCES PVT LTD against in,900000017298,,405615.00,HDFC-Current-4421
BL-000169,2026-06-29,2026-06-29,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000049 UTR 900000002346,900000002346,53238.27,,HDFC-Current-4421
BL-000170,2026-06-29,2026-06-29,UPI/HDFC0001234/710385917357/hirahar@ybl/HIRANYAKA HARDWAR/INV-2026-000204,900000014615,73486.00,,HDFC-Current-4421
BL-000171,2026-06-29,2026-06-29,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000048 UTR 900000002271,900000002271,183133.53,,HDFC-Current-4421
BL-000172,2026-06-29,2026-06-29,UPI/HDFC0001234/255280058229/INV-2026-000097/hirahar@ybl/HIRANYAKA HARDWARE COMPANY,900000009778,229772.00,,HDFC-Current-4421
BL-000173,2026-06-29,2026-06-29,NEFT CR SBIN0000921 900000014712 FROM TRIVIDATA WAREHOUSING LTD amc renewal INR 241810.00 ,900000014712,241810.00,,HDFC-Current-4421
BL-000174,2026-06-29,2026-06-29,UPI/HDFC0001234/771659201262/zeniele@ybl/ZENITH ONE ELECTRICALS & CO/INV-2026-000207,900000014767,373053.00,,HDFC-Current-4421
BL-000175,2026-06-29,2026-06-29,UPI/HDFC0001234/645710094479/ramacon@ybl/RAMACON CONVEYANCES,900000009507,455047.00,,HDFC-Current-4421
BL-000176,2026-06-29,2026-06-29,INV-2026-000075 NEFT CR HDFC0001234 900000008902 FROM KARMAN PRINT SOLUTIONS COMPANY invoi,900000008902,1076399.00,,HDFC-Current-4421
BL-000177,2026-06-30,2026-06-30,UPI/HDFC0001234/535248802906/INV-2026-000096/anancat@ybl/ANANT INFRA CATERING SERVICES PRI,900000009740,248440.00,,HDFC-Current-4421
BL-000178,2026-06-30,2026-06-30,UPI/HDFC0001234/231305327624/zeniele@okhdfcbank/ZENITH ONE EL,900000019714,267583.00,,HDFC-Current-4421
BL-000179,2026-06-30,2026-06-30,INV-2026-000179 NEFT CR ICIC0000429 900000013574 FROM EVERSTSNE LOGISTICS LTD freight char,900000013574,303995.00,,HDFC-Current-4421
BL-000180,2026-06-30,2026-06-30,NEFT CR ICIC0000429 900000012192 FROM SHREE BALAJ freight charges INR 329710.00 INV-2026-0,900000012192,329710.00,,HDFC-Current-4421
BL-000181,2026-07-01,2026-07-01,NEFT DR SBIN0000921 900000033717 FROM ACME INDUSTRIES PAYROLL against inv INR 3450000.00 S,900000033717,,3450000.00,HDFC-Current-4421
BL-000182,2026-07-01,2026-07-01,RT-2026-000284 NEFT DR KKBK0000812 900000017920 FROM NALANDA RECYCLERS LTD part payment IN,900000017920,,447865.00,HDFC-Current-4421
BL-000183,2026-07-01,2026-07-01,NEFT DR KKBK0000812 900000015109 FROM NAMANDA RECYCLERS LTD amc renewal INR 218158.00,900000015109,,218158.00,HDFC-Current-4421
BL-000184,2026-07-01,2026-07-01,NEFT DR UTIB0002233 900000015652 FROM NALANDA RECYC  part payment INR 144526.00,900000015652,,144526.00,HDFC-Current-4421
BL-000185,2026-07-01,2026-07-01,UPI/HDFC0001234/428159771229/INV-2026-000243/hirahar@ybl/HIRANYAKA HARDWARE LTD,900000016350,137655.00,,HDFC-Current-4421
BL-000186,2026-07-01,2026-07-01,UPI/HDFC0001234/428159771229/INV-2026-000243/hirahar@ybl/HIRANYAKA HARDWARE LTD,900000016350,137655.00,,HDFC-Current-4421
BL-000187,2026-07-01,2026-07-01,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000050 UTR 900000002373,900000002373,152703.07,,HDFC-Current-4421
BL-000188,2026-07-01,2026-07-01,UPI/HDFC0001234/715089444569/hirahar@okaxis/HIRANYAKA HARDWARE ,900000016429,376435.00,,HDFC-Current-4421
BL-000189,2026-07-01,2026-07-01,UPI/HDFC0001234/447627194123/ramacon@okhdfcbank/RAMAN DERP CONVEYANCES PRIVATE LIMITED/INV,900000013521,1690763.00,,HDFC-Current-4421
BL-000190,2026-07-02,2026-07-02,VB-2026-000006 NEFT DR HDFC0001234 900000005894 FROM RAMAN AEEP HARDWARE PUN part payment ,900000005894,,260111.00,HDFC-Current-4421
BL-000191,2026-07-02,2026-07-02,NEFT DR UTIB0002233 900000018885 FROM RAMAN DEEP  advance INR 250324.00,900000018885,,250324.00,HDFC-Current-4421
BL-000192,2026-07-02,2026-07-02,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000051 UTR 900000002422,900000002422,126334.37,,HDFC-Current-4421
BL-000193,2026-07-02,2026-07-02,UPI/HDFC0001234/786300033381/zeniele@okhdfcbank/ZENITH ONE ELECTRICALS/INV-2026-000414,900000023394,363935.00,,HDFC-Current-4421
BL-000194,2026-07-02,2026-07-02,NEFT CR UTIB0002233 900000013986 FROM INDUSLOOM ROOFING PRODUCTS PRIVATE LIMITED full and ,900000013986,542094.00,,HDFC-Current-4421
BL-000195,2026-07-02,2026-07-02,UPI/HDFC0001234/130210411725/INV-2026-000241/ramacon@okaxis/RAMAN DEEP CONVEYANCES PRIVATE,900000016293,1080182.00,,HDFC-Current-4421
BL-000196,2026-07-03,2026-07-03,NEFT DR UTIB0002233 900000033820 FROM STATE BANK EQUIP LOAN COMZANY amc renewal INR 125000,900000033820,,1250000.00,HDFC-Current-4421
BL-000197,2026-07-03,2026-07-03,UPI/HDFC0001234/900866151531/adissol@paytm/ADISHAKTI SOLAR EPC LTD/RT-2026-000159,900000012425,,181775.00,HDFC-Current-4421
BL-000198,2026-07-03,2026-07-03,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000052 UTR 900000002434,900000002434,100821.18,,HDFC-Current-4421
BL-000199,2026-07-03,2026-07-03,NEFT CR SBIN0000921 900000009975 FROM TANSH MACHINE PARTS LTD against inv INR 166959.00,900000009975,166959.00,,HDFC-Current-4421
BL-000200,2026-07-03,2026-07-03,NEFT CR KKBK0000812 900000034198 FROM INDUSLOOM ROOFING PRODUCTS PRIVAT part payment INR 9,900000034198,996949.00,,HDFC-Current-4421
BL-000201,2026-07-04,2026-07-04,RTGS HDFC0001234 900000007437 SHREE BALAJI EL INR 405651.00 security deposit,900000007437,,405651.00,HDFC-Current-4421
BL-000202,2026-07-04,2026-07-04,RTGS UTIB0002233 900000007704 SHREE BALAJI ELECTRICALS & CO INR 315636.00 advance RT-2026-,900000007704,,315636.00,HDFC-Current-4421
BL-000203,2026-07-04,2026-07-04,RTGS ICIC0000429 900000009594 SHREE BALAJI ELECTRICALS & CO INR 191391.00 against inv RT-2,900000009594,,191391.00,HDFC-Current-4421
BL-000204,2026-07-04,2026-07-04,NEFT DR ICIC0000429 900000013163 FROM VAIJHNAVI LOGISTICS LTD full and final INR 126748.00,900000013163,,126748.00,HDFC-Current-4421
BL-000205,2026-07-04,2026-07-04,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000053 UTR 900000002519,900000002519,107137.33,,HDFC-Current-4421
BL-000206,2026-07-04,2026-07-04,UPI/HDFC0001234/650539130998/INV-2026-000165/ramacon@paytm/RAMAN DEEP CONVEYAN,900000012786,672547.00,,HDFC-Current-4421
BL-000207,2026-07-06,2026-07-06,NEFT DR HDFC0001234 900000033836 FROM INCOME TAX GST DEPOSITS & CO amc renewal INR 3768099,900000033836,,3768099.00,HDFC-Current-4421
BL-000208,2026-07-06,2026-07-06,NEFT DR KKBK0000812 900000033778 FROM SKYLINE ESTATES PVT LTD security deposit INR 780000.,900000033778,,780000.00,HDFC-Current-4421
BL-000209,2026-07-06,2026-07-06,VB-2026-000236 CHQ CLG SAPTAGIRI MACHINE PARTS & CO VB-2026-000236,900000015953,,454984.00,HDFC-Current-4421
BL-000210,2026-07-06,2026-07-06,NEFT DR HDFC0001234 900000014262 FROM NALANDA RE  amc renewal INR 245797.00 VB-2026-000198,900000014262,,245797.00,HDFC-Current-4421
BL-000211,2026-07-06,2026-07-06,VB-2026-000174 NEFT DR ICIC0000429 900000013284 FROM NALANDA RE against inv INR 196126.00,900000013284,,196126.00,HDFC-Current-4421
BL-000212,2026-07-06,2026-07-06,VB-2026-000054 NEFT DR ICIC0000429 900000007852 FROM INDUSLOOM WARE part payment INR 11685,900000007852,,116859.00,HDFC-Current-4421
BL-000213,2026-07-06,2026-07-06,NEFT DR HDFC0001234 900000008581 FROM INDUSLOOM WAREHOUSING LTD freight charges INR 112425,900000008581,,112425.00,HDFC-Current-4421
BL-000214,2026-07-06,2026-07-06,VB-2026-000095 NEFT DR KKBK0000812 900000009717 FROM INDUSLOOMLWAREHOUSIN milestone 2 INR ,900000009717,,69469.00,HDFC-Current-4421
BL-000215,2026-07-06,2026-07-06,NEFT DR UTIB0002233 900000007982 FROM INDUSLOOM WAREHOUSING & CO advance INR 25809.00,900000007982,,25809.00,HDFC-Current-4421
BL-000216,2026-07-06,2026-07-06,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000055 UTR 900000002580,900000002580,48392.37,,HDFC-Current-4421
BL-000217,2026-07-06,2026-07-06,UPI/HDFC0001234/734740527289/INV-2026-000230/hirahar@paytm/HIRANYAKA HARDWARE PVT LTD,900000015691,122516.00,,HDFC-Current-4421
BL-000218,2026-07-06,2026-07-06,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000054 UTR 900000002568,900000002568,162619.37,,HDFC-Current-4421
BL-000219,2026-07-06,2026-07-06,NEFT CR KKBK0000812 900000011538 FROM SHREE BALAJI RECYCLE security deposit INR 351875.00,900000011538,351875.00,,HDFC-Current-4421
BL-000220,2026-07-06,2026-07-06,UPI/HDFC0001234/480372531077/INV-2026-000176/ramacon@okaxis/RAMAN DEEP CONVEYANCES PRIVATE,900000013359,642449.00,,HDFC-Current-4421
BL-000221,2026-07-06,2026-07-06,UPI/HDFC0001234/411990989325/ramacon@okhdfcbank/RAMAN DEEP CONVEYANCES,900000022045,643103.00,,HDFC-Current-4421
BL-000222,2026-07-06,2026-07-06,NEFT CR UTIB0002233 900000013990 FROM INDUSLOOM ROO part payment INR 729720.00,900000013990,729720.00,,HDFC-Current-4421
BL-000223,2026-07-06,2026-07-06,INV-2026-000201 NEFT CR HDFC0001234 900000014462 FROM INDUSLOOM ROOFING PRODUCTN PVT LTD f,900000014462,907123.00,,HDFC-Current-4421
BL-000224,2026-07-07,2026-07-07,NEFT DR SBIN0000921 900000013257 FROM VAISHNAVI LOGISTICS LTD advance INR 400337.00 RT-202,900000013257,,400337.00,HDFC-Current-4421
BL-000225,2026-07-07,2026-07-07,VB-2026-000340 NEFT DR ICIC0000429 900000020370 FROM KARMAN CON advance INR 328748.00,900000020370,,328748.00,HDFC-Current-4421
BL-000226,2026-07-07,2026-07-07,NEFT DR ICIC0000429 900000019226 FROM NALANDA RECYCLERS COI against inv INR 190473.00 RT-2,900000019226,,190473.00,HDFC-Current-4421
BL-000227,2026-07-07,2026-07-07,VB-2026-000293 NEFT DR SBIN0000921 900000018350 FROM KARMAN CONVEYANCES PVT LTD full and f,900000018350,,162143.00,HDFC-Current-4421
BL-000228,2026-07-07,2026-07-07,NEFT DR SBIN0000921 900000009450 FROM INDUSLOOM WAREHOUSING & CO part payment INR 114515.0,900000009450,,114515.00,HDFC-Current-4421
BL-000229,2026-07-07,2026-07-07,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000056 UTR 900000002677,900000002677,31942.65,,HDFC-Current-4421
BL-000230,2026-07-07,2026-07-07,UPI/HDFC0001234/191681314650/zeniele@ybl/ZENITH ONE ELECTRICALS PRIVATE LIMITED,900000021922,360519.00,,HDFC-Current-4421
BL-000231,2026-07-08,2026-07-08,VB-2026-000181 CHQ CLG SAPTAGIRI MACHINE PARTS LLP VB-2026-000181,900000013671,,507591.00,HDFC-Current-4421
BL-000232,2026-07-08,2026-07-08,UPI/HDFC0001234/977629753291/INV-2026-000279/hirahar@paytm/HIRANYAKA HA,900000017609,64262.00,,HDFC-Current-4421
BL-000233,2026-07-08,2026-07-08,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000057 UTR 900000002683,900000002683,124315.43,,HDFC-Current-4421
BL-000234,2026-07-08,2026-07-08,UPI/HDFC0001234/424422806335/zeniele@paytm/ZENITH ONE ELECTRICALS JAI,900000015264,384074.00,,HDFC-Current-4421
BL-000235,2026-07-08,2026-07-08,UPI/HDFC0001234/569037215726/zeniele@okaxis/ZENITH ONE ELECTRICALS,900000017126,393541.00,,HDFC-Current-4421
BL-000236,2026-07-08,2026-07-08,RTGS ICIC0000429 900000017884 VAISHNAVI TEXTILES LLP INR 602938.00 material supply INV-202,900000017884,602938.00,,HDFC-Current-4421
BL-000237,2026-07-08,2026-07-08,NEFT CR HDFC0001234 900000008090 FROM KARMAN PRINT SOLUTIONS PRIVATE LIMITED milestone 2 I,900000008090,1817491.00,,HDFC-Current-4421
BL-000238,2026-07-08,2026-07-08,INV-2026-000086 NEFT CR UTIB0002233 900000009438 FROM KARMAN PRINT SOLUTIONS PRIVATE LIMIT,900000009438,3009021.00,,HDFC-Current-4421
BL-000239,2026-07-09,2026-07-09,RT-2026-000032 NEFT DR SBIN0000921 900000006833 FROM RAMAN DEEP HARDWARE P part payment IN,900000006833,,475951.00,HDFC-Current-4421
BL-000240,2026-07-09,2026-07-09,UPI/HDFC0001234/163255934001/adissol@okaxis/ADISHAKTI SOLAR EPC PVT LTD/RT-2026-000203,900000014549,,387876.00,HDFC-Current-4421
BL-000241,2026-07-09,2026-07-09,RT-2026-000149 NEFT DR UTIB0002233 900000012109 FROM VAISHNAVI LOGISTICS PRIVATE LIMITED i,900000012109,,363776.00,HDFC-Current-4421
BL-000242,2026-07-09,2026-07-09,CHQ CLG SAPTAGIRI MACHINEQPA VB-2026-000277,900000017513,,176717.00,HDFC-Current-4421
BL-000243,2026-07-09,2026-07-09,NEFT DR KKBK0000812 900000012666 FROM VAISHNAVI LOGISTICS LTD part payment INR 76207.00 VB,900000012666,,76207.00,HDFC-Current-4421
BL-000244,2026-07-09,2026-07-09,UPI/HDFC0001234/391167772509/anancat@ybl/ANANT INFRA CATERING SERVICES PRIVATE LIMITED,900000009793,87955.00,,HDFC-Current-4421
BL-000245,2026-07-09,2026-07-09,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000058 UTR 900000002691,900000002691,135884.40,,HDFC-Current-4421
BL-000246,2026-07-09,2026-07-09,NEFT CR KKBK0000812 900000014943 FROM TANSH MACHINE P milestone 2 INR 146013.00 INV-2026-0,900000014943,146013.00,,HDFC-Current-4421
BL-000247,2026-07-09,2026-07-09,UPI/HDFC0001234/811972055934/INV-2026-000400/zeniele@ybl/ZENITH ONE ELECTRICALS & CO,900000022835,354864.00,,HDFC-Current-4421
BL-000248,2026-07-09,2026-07-09,UPI/HDFC0001234/944690984959/zeniele@ybl/ZENITH ONE ELECTRICALS/INV-2026-000410,900000023263,834006.00,,HDFC-Current-4421
BL-000249,2026-07-10,2026-07-10,VB-2026-000161 CHQ CLG SAPTAGIRI MACHINE PARTS & CO VB-2026-000161,900000012598,,159159.00,HDFC-Current-4421
BL-000250,2026-07-10,2026-07-10,VB-2026-000139 NEFT DR SBIN0000921 900000011701 FROM MERIDIAN WATER TREATMENT JAI invoice ,900000011701,,48926.00,HDFC-Current-4421
BL-000251,2026-07-10,2026-07-10,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000059 UTR 900000002740,900000002740,58927.91,,HDFC-Current-4421
BL-000252,2026-07-10,2026-07-10,NEFT CR UTIB0002233 900000020028 FROM SAPTAGIRI WATER TREATMENT LLP invoice settlement INR,900000020028,391613.00,,HDFC-Current-4421
BL-000253,2026-07-11,2026-07-11,NEFT DR KKBK0000812 900000018933 FROM KARMAN CONVEYANCES  freight charges INR 747941.00 RT,900000018933,,747941.00,HDFC-Current-4421
BL-000254,2026-07-11,2026-07-11,RT-2026-000144 RTGS KKBK0000812 900000011936 SHREE BALAJI ELECTRICALS INR 536492.00 invoic,900000011936,,536492.00,HDFC-Current-4421
BL-000255,2026-07-11,2026-07-11,RT-2026-000040 NEFT DR SBIN0000921 900000007148 FROM RAMAN DEEP HARDWARE PRIVATE LIMITED p,900000007148,,490601.00,HDFC-Current-4421
BL-000256,2026-07-11,2026-07-11,VB-2026-000290 NEFT DR UTIB0002233 900000018286 FROM RAMAN DEEP POLYMERS COMPANY part paym,900000018286,,178698.00,HDFC-Current-4421
BL-000257,2026-07-11,2026-07-11,RT-2026-000276 NEFT DR ICIC0000429 900000017440 FROM NALANDA RECYCLERS COMPANY advance INR,900000017440,,176678.00,HDFC-Current-4421
BL-000258,2026-07-11,2026-07-11,VB-2026-000160 NEFT DR ICIC0000429 900000012512 FROM VAISHNAVI LOGISTICS PTD material supp,900000012512,,176453.00,HDFC-Current-4421
BL-000259,2026-07-11,2026-07-11,NEFT DR UTIB0002233 900000010312 FROM INDUSLOOM WAREHOUSING & CO amc renewal INR 75228.00,900000010312,,75228.00,HDFC-Current-4421
BL-000260,2026-07-11,2026-07-11,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000060 UTR 900000002832,900000002832,138613.24,,HDFC-Current-4421
BL-000261,2026-07-11,2026-07-11,UPI/HDFC0001234/866401106522/ramacon@ybl/RAMAN DEEP CON,900000017210,312214.00,,HDFC-Current-4421
BL-000262,2026-07-11,2026-07-11,NEFT CR ICIC0000429 900000005984 FROM ANANT INFRA SOLAR KPC HUB material supply INR 381471,900000005984,381471.00,,HDFC-Current-4421
BL-000263,2026-07-11,2026-07-11,UPI/HDFC0001234/322359813356/ramacon@paytm/RAMANRDEEP CONVEYANCES PRIVATE LIMITED/INV-2026,900000023376,5642663.00,,HDFC-Current-4421
BL-000264,2026-07-13,2026-07-13,NEFT DR KKBK0000812 900000017007 FROM VAISHNAVI LO freight charges INR 1774407.00,900000017007,,1774407.00,HDFC-Current-4421
BL-000265,2026-07-13,2026-07-13,NEFT DR UTIB0002233 900000021856 FROM KARMCON CONVE freight charges INR 981865.00 RT-2026-,900000021856,,981865.00,HDFC-Current-4421
BL-000266,2026-07-13,2026-07-13,VB-2026-000240 NEFT DR UTIB0002233 900000016197 FROM VAISHNAVI LOGISTICS COXPANY advance I,900000016197,,599167.00,HDFC-Current-4421
BL-000267,2026-07-13,2026-07-13,RT-2026-000238 CHQ CLG SAPTAGIRI MACHINE PARTS & CO RT-2026-000238,900000016072,,445322.00,HDFC-Current-4421
BL-000268,2026-07-13,2026-07-13,NEFT DR SBIN0000921 900000007533 FROM RAMAN DEEP HARDWARE PRIVATE LIMITED freight charges ,900000007533,,372174.00,HDFC-Current-4421
BL-000269,2026-07-13,2026-07-13,VB-2026-000053 NEFT DR ICIC0000429 900000007837 FROM RAMAN DEEP H invoice settlement INR 2,900000007837,,297031.00,HDFC-Current-4421
BL-000270,2026-07-13,2026-07-13,NEFT DR SBIN0000921 900000018440 FROM RAMAN DEEP POLYMERS security deposit INR 138144.00,900000018440,,138144.00,HDFC-Current-4421
BL-000271,2026-07-13,2026-07-13,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000062 UTR 900000002885,900000002885,3887.38,,HDFC-Current-4421
BL-000272,2026-07-13,2026-07-13,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000061 UTR 900000002874,900000002874,81691.74,,HDFC-Current-4421
BL-000273,2026-07-13,2026-07-13,INV-2026-000303 NEFT CR HDFC0001234 900000018780 FROM SHREE BALAJI RECYCLE amc renewal INR,900000018780,250174.00,,HDFC-Current-4421
BL-000274,2026-07-13,2026-07-13,NEFT CR ICIC0000429 900000011453 FROM KARMAN PRINT SOLUTIONS PRIVATE LIMITED security depo,900000011453,502963.00,,HDFC-Current-4421
BL-000275,2026-07-13,2026-07-13,"UPI/HDFC0001234/261546371422/INV-2026-000035,INV-2026-000066,INV-2026-000068/anancat@okaxi",900000034071,768664.00,,HDFC-Current-4421
BL-000276,2026-07-13,2026-07-13,NEFT CR HDFC0001234 900000020644 FROM SAPTAGIRI WATER invoice settlement INR 1096304.00 IN,900000020644,1096304.00,,HDFC-Current-4421
BL-000277,2026-07-13,2026-07-13,INV-2026-000272 NEFT CR ICIC0000429 900000017291 FROM SAPTAGIRI WATER TREATMENT LTD securi,900000017291,1465688.00,,HDFC-Current-4421
BL-000278,2026-07-13,2026-07-13,NEFT CR SBIN0000921 900000019203 FROM SAPTAGIRI WATER TREATMENT RAJ advance INR 1764730.00,900000019203,1764730.00,,HDFC-Current-4421
BL-000279,2026-07-13,2026-07-13,NEFT CR UTIB0002233 900000019380 FROM SAPTAGIRI WATER TREATMENT LLP part payment INR 21677,900000019380,2167751.00,,HDFC-Current-4421
BL-000280,2026-07-14,2026-07-14,UPI/HDFC0001234/507231622418/adissol@ybl/ADISHAKTI SOLA/VB-2026-000260,900000016804,,433743.00,HDFC-Current-4421
BL-000281,2026-07-14,2026-07-14,RT-2026-000061 NEFT DR KKBK0000812 900000008238 FROM RAMAN DEEP HARDWARE PRIVATU LIMITED m,900000008238,,311432.00,HDFC-Current-4421
BL-000282,2026-07-14,2026-07-14,CHQ CLG SAPTAGIRI MACHINE PARTS & CO VB-2026-000291,900000018294,,221114.00,HDFC-Current-4421
BL-000283,2026-07-14,2026-07-14,UPI/HDFC0001234/942075677947/adissol@paytm/ADISHAKTI SOLAR EPC COMPANY,900000016680,,216378.00,HDFC-Current-4421
BL-000284,2026-07-14,2026-07-14,VB-2026-000112 NEFT DR ICIC0000429 900000010430 FROM INDUSLOOM WAREHOUSING & CO security d,900000010430,,107229.00,HDFC-Current-4421
BL-000285,2026-07-14,2026-07-14,NEFT DR SBIN0000921 900000020931 FROM NALANDA RECYCLERS LTD part payment INR 91511.00 VB-2,900000020931,,91511.00,HDFC-Current-4421
BL-000286,2026-07-14,2026-07-14,NEFT DR ICIC0000429 900000011129 FROM INDUSLOOM WAREHOUSING & CO against inv INR 64767.00,900000011129,,64767.00,HDFC-Current-4421
BL-000287,2026-07-14,2026-07-14,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000063 UTR 900000002968,900000002968,14478.71,,HDFC-Current-4421
BL-000288,2026-07-14,2026-07-14,UPI/HDFC0001234/949100285034/zeniele@paytm/ZENITH ONE ELECTRICALS & CO/INV-2026-000345,900000020706,276442.00,,HDFC-Current-4421
BL-000289,2026-07-14,2026-07-14,INV-2026-000299 NEFT CR ICIC0000429 900000018658 FROM SAPTAGIRI WATER TREATMENT LLP milest,900000018658,310384.00,,HDFC-Current-4421
BL-000290,2026-07-14,2026-07-14,NEFT CR UTIB0002233 900000015631 FROM EVERSTONE LOG  security deposit INR 1660080.00 INV-2,900000015631,1660080.00,,HDFC-Current-4421
BL-000291,2026-07-14,2026-07-14,RTGS UTIB0002233 900000034259 VAISHNAVI TEXTILES JAI INR 2098399.00 against inv INV-2026-0,900000034259,2098399.00,,HDFC-Current-4421
BL-000292,2026-07-15,2026-07-15,VB-2026-000148 NEFT DR SBIN0000921 900000012098 FROM VAISHNAVI LO  against inv INR 892204.,900000012098,,892204.00,HDFC-Current-4421
BL-000293,2026-07-15,2026-07-15,NEFT DR HDFC0001234 900000007553 FROM RAMAN DEEP HARDWARE COMPANY freight charges INR 4151,900000007553,,415180.00,HDFC-Current-4421
BL-000294,2026-07-15,2026-07-15,NEFT DR HDFC0001234 900000014180 FROM MERIDIAN WATER TREATMENT & CO security deposit INR 1,900000014180,,184290.00,HDFC-Current-4421
BL-000295,2026-07-15,2026-07-15,VB-2026-000182 NEFT DR HDFC0001234 900000013680 FROM MERIDIAN WATER TREATMENT & CO amc ren,900000013680,,87280.00,HDFC-Current-4421
BL-000296,2026-07-15,2026-07-15,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000064 UTR 900000003015,900000003015,141137.14,,HDFC-Current-4421
BL-000297,2026-07-15,2026-07-15,NEFT CR KKBK0000812 900000019779 FROM TRIVIDATA WAREHOUSING  freight charges INR 242912.00,900000019779,242912.00,,HDFC-Current-4421
BL-000298,2026-07-15,2026-07-15,UPI/HDFC0001234/803263241665/ramacon@okaxis/RAMAN DEEP CONV,900000022173,371706.00,,HDFC-Current-4421
BL-000299,2026-07-16,2026-07-16,UPI/HDFC0001234/267277865757/VB-2026-000267/adissol@paytm/ADISHAKTI SOLAR,900000017094,,392556.00,HDFC-Current-4421
BL-000300,2026-07-16,2026-07-16,UPI/HDFC0001234/290594963665/adissol@paytm/ADISHAKTI SOLAR /VB-2026-000278,900000017548,,308207.00,HDFC-Current-4421
BL-000301,2026-07-16,2026-07-16,RT-2026-000408 NEFT DR UTIB0002233 900000023225 FROM RAMAN DEEP POLYMERS COMPANY invoice s,900000023225,,279882.00,HDFC-Current-4421
BL-000302,2026-07-16,2026-07-16,NEFT DR SBIN0000921 900000019817 FROM NALANDA RE part payment INR 207654.00 VB-2026-000328,900000019817,,207654.00,HDFC-Current-4421
BL-000303,2026-07-16,2026-07-16,NEFT DR HDFC0001234 900000013095 FROM MERIDIAN WATER advance INR 35389.00,900000013095,,35389.00,HDFC-Current-4421
BL-000304,2026-07-16,2026-07-16,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000065 UTR 900000003072,900000003072,87987.08,,HDFC-Current-4421
