payment_id,order_id,amount,method,fee,captured_at,status,settlement_id,notes_invoice_no
pay_260608001014,order_260608030,2556.00,card,51.12,2026-06-08T14:38:00+05:30,captured,setl_00000031,
pay_260608001015,order_260608030,4068.00,netbanking,36.61,2026-06-08T19:19:00+05:30,captured,setl_00000031,
pay_260608001016,order_260608030,5042.00,card,100.84,2026-06-08T17:24:00+05:30,captured,setl_00000031,
pay_260608001017,order_260608030,4129.00,card,82.58,2026-06-08T11:13:00+05:30,captured,setl_00000031,
pay_260608001018,order_260608030,805.00,upi_apps,16.10,2026-06-08T16:46:00+05:30,captured,setl_00000031,
pay_260608001019,order_260608030,5001.00,card,100.02,2026-06-08T22:17:00+05:30,captured,setl_00000031,
pay_260608001020,order_260608030,3695.00,upi_apps,73.90,2026-06-08T22:33:00+05:30,captured,setl_00000031,
pay_260608001021,order_260608030,5287.00,netbanking,47.58,2026-06-08T14:07:00+05:30,captured,setl_00000031,
pay_260608001022,order_260608030,875.00,upi_apps,17.50,2026-06-08T09:19:00+05:30,captured,setl_00000031,
pay_260608001023,order_260608030,1425.00,upi_apps,28.50,2026-06-08T16:09:00+05:30,captured,setl_00000031,
pay_260608001024,order_260608030,4044.00,card,80.88,2026-06-08T17:38:00+05:30,captured,setl_00000031,
pay_260608001025,order_260608030,1594.00,card,31.88,2026-06-08T11:53:00+05:30,captured,setl_00000031,
pay_260608001026,order_260608030,1322.00,wallet,26.44,2026-06-08T15:18:00+05:30,captured,setl_00000031,
pay_260608001027,order_260608030,990.00,upi_apps,19.80,2026-06-08T15:58:00+05:30,captured,setl_00000031,
pay_260608001028,order_260608030,3220.00,wallet,64.40,2026-06-08T20:33:00+05:30,captured,setl_00000031,
pay_260608001029,order_260608030,693.00,netbanking,6.23,2026-06-08T09:50:00+05:30,captured,setl_00000031,
pay_260608001030,order_260608030,3224.00,upi_apps,64.48,2026-06-08T14:10:00+05:30,captured,setl_00000031,
pay_260608001031,order_260608030,903.00,upi_apps,18.06,2026-06-08T20:11:00+05:30,captured,setl_00000031,
pay_260608001032,order_260608030,3219.00,upi_apps,64.38,2026-06-08T08:12:00+05:30,captured,setl_00000031,
pay_260608001033,order_260608030,2214.00,upi_apps,44.28,2026-06-08T11:34:00+05:30,captured,setl_00000031,
pay_260608001034,order_260608030,3438.00,card,68.76,2026-06-08T11:49:00+05:30,captured,setl_00000031,
pay_260608001035,order_260608030,940.00,card,18.80,2026-06-08T22:57:00+05:30,captured,setl_00000031,
pay_260608001036,order_260608030,3249.00,wallet,64.98,2026-06-08T16:39:00+05:30,captured,setl_00000031,
pay_260608001037,order_260608030,550.00,upi_apps,11.00,2026-06-08T19:38:00+05:30,captured,setl_00000031,
pay_260608001038,order_260608030,779.00,wallet,15.58,2026-06-08T18:58:00+05:30,captured,setl_00000031,
pay_260608001039,order_260608030,1018.00,upi_apps,20.36,2026-06-08T08:13:00+05:30,captured,setl_00000031,
pay_260608001040,order_260608030,3487.00,upi_apps,69.74,2026-06-08T12:16:00+05:30,captured,setl_00000031,
pay_260608001041,order_260608030,831.00,upi_apps,16.62,2026-06-08T21:27:00+05:30,captured,setl_00000031,
pay_260608001042,order_260608030,3820.00,card,76.40,2026-06-08T09:54:00+05:30,captured,setl_00000031,
pay_260608001043,order_260608030,2566.00,upi_apps,51.32,2026-06-08T08:52:00+05:30,captured,setl_00000031,
pay_260608001044,order_260608030,3195.00,upi_apps,63.90,2026-06-08T18:27:00+05:30,captured,setl_00000031,
pay_260608001045,order_260608030,5020.00,card,100.40,2026-06-08T22:15:00+05:30,captured,setl_00000031,
pay_260608001046,order_260608030,3217.00,card,64.34,2026-06-08T17:53:00+05:30,captured,setl_00000031,
pay_260608001047,order_260608030,4221.00,card,84.42,2026-06-08T18:06:00+05:30,captured,setl_00000031,
pay_260608001048,order_260608030,1230.00,upi_apps,24.60,2026-06-08T15:56:00+05:30,captured,setl_00000031,
pay_260608001049,order_260608030,553.00,netbanking,4.97,2026-06-08T16:58:00+05:30,captured,setl_00000031,
pay_260608001050,order_260608030,2028.00,card,40.56,2026-06-08T18:49:00+05:30,captured,setl_00000031,
pay_260608001051,order_260608030,541.00,netbanking,4.86,2026-06-08T15:43:00+05:30,captured,setl_00000031,
pay_260608001052,order_260608030,1115.00,upi_apps,22.30,2026-06-08T15:03:00+05:30,captured,setl_00000031,
pay_260608001053,order_260608030,1645.00,wallet,32.90,2026-06-08T18:02:00+05:30,captured,setl_00000031,
pay_260608001054,order_260608030,3786.00,card,75.72,2026-06-08T12:56:00+05:30,captured,setl_00000031,
pay_260609001055,order_260609031,1193.00,upi_apps,23.86,2026-06-09T14:53:00+05:30,captured,setl_00000032,
pay_260609001056,order_260609031,4546.00,card,90.92,2026-06-09T19:30:00+05:30,captured,setl_00000032,
pay_260609001057,order_260609031,3875.00,upi_apps,77.50,2026-06-09T10:52:00+05:30,captured,setl_00000032,
pay_260609001058,order_260609031,4347.00,upi_apps,86.94,2026-06-09T20:04:00+05:30,captured,setl_00000032,
pay_260609001059,order_260609031,1356.00,card,27.12,2026-06-09T17:08:00+05:30,captured,setl_00000032,
pay_260609001060,order_260609031,4191.00,card,83.82,2026-06-09T11:40:00+05:30,captured,setl_00000032,
pay_260609001061,order_260609031,1992.00,card,39.84,2026-06-09T18:21:00+05:30,captured,setl_00000032,
pay_260609001062,order_260609031,4912.00,upi_apps,98.24,2026-06-09T20:05:00+05:30,captured,setl_00000032,
pay_260609001063,order_260609031,1260.00,card,25.20,2026-06-09T11:21:00+05:30,captured,setl_00000032,
pay_260609001064,order_260609031,2755.00,upi_apps,55.10,2026-06-09T18:51:00+05:30,captured,setl_00000032,
pay_260609001065,order_260609031,1424.00,upi_apps,28.48,2026-06-09T21:26:00+05:30,captured,setl_00000032,
pay_260609001066,order_260609031,5015.00,upi_apps,100.30,2026-06-09T09:21:00+05:30,captured,setl_00000032,
pay_260609001067,order_260609031,3177.00,upi_apps,63.54,2026-06-09T17:51:00+05:30,captured,setl_00000032,
pay_260609001068,order_260609031,4857.00,wallet,97.14,2026-06-09T19:45:00+05:30,captured,setl_00000032,
pay_260609001069,order_260609031,1853.00,upi_apps,37.06,2026-06-09T22:45:00+05:30,captured,setl_00000032,
pay_260609001070,order_260609031,4790.00,wallet,95.80,2026-06-09T08:53:00+05:30,captured,setl_00000032,
pay_260609001071,order_260609031,4229.00,upi_apps,84.58,2026-06-09T08:50:00+05:30,captured,setl_00000032,
pay_260609001072,order_260609031,2984.00,card,59.68,2026-06-09T20:26:00+05:30,captured,setl_00000032,
pay_260609001073,order_260609031,1702.00,upi_apps,34.04,2026-06-09T09:19:00+05:30,captured,setl_00000032,
pay_260609001074,order_260609031,3961.00,upi_apps,79.22,2026-06-09T18:01:00+05:30,captured,setl_00000032,
pay_260609001075,order_260609031,4244.00,upi_apps,84.88,2026-06-09T21:45:00+05:30,captured,setl_00000032,
pay_260609001076,order_260609031,2489.00,upi_apps,49.78,2026-06-09T20:04:00+05:30,captured,setl_00000032,
pay_260609001077,order_260609031,4130.00,card,82.60,2026-06-09T15:09:00+05:30,captured,setl_00000032,
pay_260609001078,order_260609031,629.00,upi_apps,12.58,2026-06-09T14:16:00+05:30,captured,setl_00000032,
pay_260609001079,order_260609031,3202.00,upi_apps,64.04,2026-06-09T15:23:00+05:30,captured,setl_00000032,
pay_260609001080,order_260609031,1495.00,netbanking,13.45,2026-06-09T14:43:00+05:30,captured,setl_00000032,
pay_260609001081,order_260609031,5296.00,card,105.92,2026-06-09T17:39:00+05:30,captured,setl_00000032,
pay_260609001082,order_260609031,2473.00,upi_apps,49.46,2026-06-09T17:39:00+05:30,captured,setl_00000032,
pay_260609001083,order_260609031,4746.00,upi_apps,94.92,2026-06-09T16:48:00+05:30,captured,setl_00000032,
pay_260609001084,order_260609031,2190.00,wallet,43.80,2026-06-09T10:32:00+05:30,captured,setl_00000032,
pay_260609001085,order_260609031,3097.00,wallet,61.94,2026-06-09T13:39:00+05:30,captured,setl_00000032,
pay_260609001086,order_260609031,1099.00,upi_apps,21.98,2026-06-09T21:07:00+05:30,captured,setl_00000032,
pay_260609001087,order_260609031,2053.00,card,41.06,2026-06-09T15:49:00+05:30,captured,setl_00000032,
pay_260609001088,order_260609031,769.00,netbanking,6.92,2026-06-09T17:08:00+05:30,captured,setl_00000032,
pay_260609001089,order_260609031,1998.00,upi_apps,39.96,2026-06-09T10:46:00+05:30,captured,setl_00000032,
pay_260609001090,order_260609031,1468.00,wallet,29.36,2026-06-09T09:05:00+05:30,captured,setl_00000032,
pay_260609001091,order_260609031,2461.00,upi_apps,49.22,2026-06-09T21:24:00+05:30,captured,setl_00000032,
pay_260609001092,order_260609031,4874.00,card,97.48,2026-06-09T17:58:00+05:30,captured,setl_00000032,
pay_260609001093,order_260609031,3601.00,netbanking,32.40,2026-06-09T19:42:00+05:30,captured,setl_00000032,
pay_260609001094,order_260609031,2200.00,upi_apps,44.00,2026-06-09T18:43:00+05:30,captured,setl_00000032,
pay_260609001095,order_260609031,1896.00,upi_apps,37.92,2026-06-09T08:24:00+05:30,captured,setl_00000032,
pay_260609001096,order_260609031,2791.00,upi_apps,55.82,2026-06-09T17:55:00+05:30,captured,setl_00000032,
pay_260609001097,order_260609031,4660.00,netbanking,41.94,2026-06-09T20:40:00+05:30,captured,setl_00000032,
pay_260609001098,order_260609031,604.00,card,12.08,2026-06-09T20:00:00+05:30,captured,setl_00000032,
pay_260609001099,order_260609031,3563.00,upi_apps,71.26,2026-06-09T15:47:00+05:30,captured,setl_00000032,
pay_260609001100,order_260609031,3944.00,wallet,78.88,2026-06-09T19:33:00+05:30,captured,setl_00000032,
pay_260609001101,order_260609031,2451.00,card,49.02,2026-06-09T13:22:00+05:30,captured,setl_00000032,
pay_260609001102,order_260609031,886.00,upi_apps,17.72,2026-06-09T13:50:00+05:30,captured,setl_00000032,
pay_260609001103,order_260609031,2356.00,wallet,47.12,2026-06-09T16:13:00+05:30,captured,setl_00000032,
pay_260609001104,order_260609031,5105.00,card,102.10,2026-06-09T20:54:00+05:30,captured,setl_00000032,
pay_260609001105,order_260609031,2458.00,card,49.16,2026-06-09T09:40:00+05:30,captured,setl_00000032,
pay_260609001106,order_260609031,2173.00,upi_apps,43.46,2026-06-09T16:08:00+05:30,captured,setl_00000032,
pay_260609001107,order_260609031,4711.00,card,94.22,2026-06-09T21:23:00+05:30,captured,setl_00000032,
pay_260609001108,order_260609031,2868.00,wallet,57.36,2026-06-09T15:50:00+05:30,captured,setl_00000032,
pay_260610001109,order_260610032,3865.00,upi_apps,77.30,2026-06-10T14:02:00+05:30,captured,setl_00000033,
pay_260610001110,order_260610032,5397.00,card,107.94,2026-06-10T14:56:00+05:30,captured,setl_00000033,
pay_260610001111,order_260610032,4415.00,netbanking,39.73,2026-06-10T15:07:00+05:30,captured,setl_00000033,
pay_260610001112,order_260610032,3664.00,card,73.28,2026-06-10T13:07:00+05:30,captured,setl_00000033,
pay_260610001113,order_260610032,4788.00,netbanking,43.09,2026-06-10T18:51:00+05:30,captured,setl_00000033,
pay_260610001114,order_260610032,655.00,card,13.10,2026-06-10T21:42:00+05:30,captured,setl_00000033,
pay_260610001115,order_260610032,2505.00,upi_apps,50.10,2026-06-10T08:22:00+05:30,captured,setl_00000033,
pay_260610001116,order_260610032,4074.00,upi_apps,81.48,2026-06-10T13:39:00+05:30,captured,setl_00000033,
pay_260610001117,order_260610032,4067.00,upi_apps,81.34,2026-06-10T17:19:00+05:30,captured,setl_00000033,
pay_260610001118,order_260610032,2208.00,upi_apps,44.16,2026-06-10T10:07:00+05:30,captured,setl_00000033,
pay_260610001119,order_260610032,3174.00,upi_apps,63.48,2026-06-10T20:30:00+05:30,captured,setl_00000033,
pay_260610001120,order_260610032,3889.00,upi_apps,77.78,2026-06-10T14:39:00+05:30,captured,setl_00000033,
pay_260610001121,order_260610032,3309.00,upi_apps,66.18,2026-06-10T21:23:00+05:30,captured,setl_00000033,
pay_260610001122,order_260610032,2713.00,wallet,54.26,2026-06-10T09:20:00+05:30,captured,setl_00000033,
pay_260610001123,order_260610032,2395.00,card,47.90,2026-06-10T18:31:00+05:30,captured,setl_00000033,
pay_260610001124,order_260610032,859.00,netbanking,7.73,2026-06-10T14:38:00+05:30,captured,setl_00000033,
pay_260610001125,order_260610032,3935.00,card,78.70,2026-06-10T16:00:00+05:30,captured,setl_00000033,
pay_260610001126,order_260610032,2993.00,card,59.86,2026-06-10T15:59:00+05:30,captured,setl_00000033,
pay_260610001127,order_260610032,4475.00,upi_apps,89.50,2026-06-10T20:51:00+05:30,captured,setl_00000033,
pay_260610001128,order_260610032,1834.00,upi_apps,36.68,2026-06-10T10:37:00+05:30,captured,setl_00000033,
pay_260610001129,order_260610032,5334.00,upi_apps,106.68,2026-06-10T12:27:00+05:30,captured,setl_00000033,
pay_260610001130,order_260610032,4298.00,card,85.96,2026-06-10T22:50:00+05:30,captured,setl_00000033,
pay_260611001131,order_260611033,5093.00,netbanking,45.83,2026-06-11T08:43:00+05:30,captured,setl_00000034,
pay_260611001132,order_260611033,3566.00,upi_apps,71.32,2026-06-11T20:07:00+05:30,captured,setl_00000034,
pay_260611001133,order_260611033,2246.00,upi_apps,44.92,2026-06-11T21:54:00+05:30,captured,setl_00000034,
pay_260611001134,order_260611033,2065.00,upi_apps,41.30,2026-06-11T20:16:00+05:30,captured,setl_00000034,
pay_260611001135,order_260611033,628.00,upi_apps,12.56,2026-06-11T10:57:00+05:30,captured,setl_00000034,
pay_260611001136,order_260611033,4429.00,card,88.58,2026-06-11T18:08:00+05:30,captured,setl_00000034,
pay_260611001137,order_260611033,911.00,card,18.22,2026-06-11T16:22:00+05:30,captured,setl_00000034,
pay_260611001138,order_260611033,4349.00,card,86.98,2026-06-11T21:31:00+05:30,captured,setl_00000034,
pay_260611001139,order_260611033,2000.00,upi_apps,40.00,2026-06-11T22:05:00+05:30,captured,setl_00000034,
pay_260611001140,order_260611033,4390.00,netbanking,39.50,2026-06-11T17:32:00+05:30,captured,setl_00000034,
pay_260611001141,order_260611033,5213.00,upi_apps,104.26,2026-06-11T21:31:00+05:30,captured,setl_00000034,
pay_260611001142,order_260611033,4920.00,card,98.40,2026-06-11T16:53:00+05:30,captured,setl_00000034,
pay_260611001143,order_260611033,1577.00,card,31.54,2026-06-11T11:22:00+05:30,captured,setl_00000034,
pay_260611001144,order_260611033,2246.00,upi_apps,44.92,2026-06-11T16:44:00+05:30,captured,setl_00000034,
pay_260611001145,order_260611033,3028.00,upi_apps,60.56,2026-06-11T17:03:00+05:30,captured,setl_00000034,
pay_260611001146,order_260611033,556.00,netbanking,5.00,2026-06-11T15:33:00+05:30,captured,setl_00000034,
pay_260611001147,order_260611033,2508.00,upi_apps,50.16,2026-06-11T10:51:00+05:30,captured,setl_00000034,
pay_260611001148,order_260611033,2516.00,netbanking,22.64,2026-06-11T17:09:00+05:30,captured,setl_00000034,
pay_260611001149,order_260611033,3668.00,upi_apps,73.36,2026-06-11T14:13:00+05:30,captured,setl_00000034,
pay_260611001150,order_260611033,1804.00,card,36.08,2026-06-11T17:22:00+05:30,captured,setl_00000034,
pay_260611001151,order_260611033,3577.00,card,71.54,2026-06-11T13:04:00+05:30,captured,setl_00000034,
pay_260611001152,order_260611033,5282.00,netbanking,47.53,2026-06-11T08:17:00+05:30,captured,setl_00000034,
pay_260611001153,order_260611033,4532.00,card,90.64,2026-06-11T18:38:00+05:30,captured,setl_00000034,
pay_260611001154,order_260611033,2127.00,wallet,42.54,2026-06-11T20:22:00+05:30,captured,setl_00000034,
pay_260611001155,order_260611033,1723.00,wallet,34.46,2026-06-11T18:57:00+05:30,captured,setl_00000034,
pay_260611001156,order_260611033,3814.00,upi_apps,76.28,2026-06-11T20:49:00+05:30,captured,setl_00000034,
pay_260611001157,order_260611033,3970.00,upi_apps,79.40,2026-06-11T20:48:00+05:30,captured,setl_00000034,
pay_260611001158,order_260611033,4862.00,upi_apps,97.24,2026-06-11T16:14:00+05:30,captured,setl_00000034,
pay_260611001159,order_260611033,588.00,wallet,11.76,2026-06-11T13:20:00+05:30,captured,setl_00000034,
pay_260611001160,order_260611033,4798.00,upi_apps,95.96,2026-06-11T15:45:00+05:30,captured,setl_00000034,
pay_260611001161,order_260611033,2636.00,netbanking,23.72,2026-06-11T20:49:00+05:30,captured,setl_00000034,
pay_260611001162,order_260611033,2632.00,upi_apps,52.64,2026-06-11T10:10:00+05:30,captured,setl_00000034,
pay_260611001163,order_260611033,3523.00,netbanking,31.70,2026-06-11T17:05:00+05:30,captured,setl_00000034,
pay_260611001164,order_260611033,761.00,card,15.22,2026-06-11T17:50:00+05:30,captured,setl_00000034,
pay_260611001165,order_260611033,2078.00,card,41.56,2026-06-11T12:52:00+05:30,captured,setl_00000034,
pay_260611001166,order_260611033,2189.00,wallet,43.78,2026-06-11T14:35:00+05:30,captured,setl_00000034,
pay_260611001167,order_260611033,1131.00,upi_apps,22.62,2026-06-11T09:32:00+05:30,captured,setl_00000034,
pay_260611001168,order_260611033,1672.00,upi_apps,33.44,2026-06-11T22:27:00+05:30,captured,setl_00000034,
pay_260611001169,order_260611033,2797.00,upi_apps,55.94,2026-06-11T12:13:00+05:30,captured,setl_00000034,
pay_260611001170,order_260611033,1962.00,card,39.24,2026-06-11T17:17:00+05:30,captured,setl_00000034,
pay_260611001171,order_260611033,5131.00,netbanking,46.17,2026-06-11T20:11:00+05:30,captured,setl_00000034,
pay_260611001172,order_260611033,4413.00,upi_apps,88.26,2026-06-11T12:20:00+05:30,captured,setl_00000034,
pay_260611001173,order_260611033,4419.00,card,88.38,2026-06-11T12:16:00+05:30,captured,setl_00000034,
pay_260611001174,order_260611033,665.00,card,13.30,2026-06-11T14:38:00+05:30,captured,setl_00000034,
pay_260611001175,order_260611033,3530.00,netbanking,31.76,2026-06-11T15:01:00+05:30,captured,setl_00000034,
pay_260611001176,order_260611033,2618.00,upi_apps,52.36,2026-06-11T22:22:00+05:30,captured,setl_00000034,
pay_260611001177,order_260611033,1932.00,card,38.64,2026-06-11T17:31:00+05:30,captured,setl_00000034,
pay_260611001178,order_260611033,4214.00,upi_apps,84.28,2026-06-11T18:36:00+05:30,captured,setl_00000034,
pay_260611001179,order_260611033,1878.00,card,37.56,2026-06-11T13:59:00+05:30,captured,setl_00000034,
pay_260611001180,order_260611033,3313.00,card,66.26,2026-06-11T21:10:00+05:30,captured,setl_00000034,
pay_260611001181,order_260611033,1551.00,upi_apps,31.02,2026-06-11T20:38:00+05:30,captured,setl_00000034,
pay_260611001182,order_260611033,4685.00,card,93.70,2026-06-11T08:43:00+05:30,captured,setl_00000034,
pay_260611001183,order_260611033,2931.00,upi_apps,58.62,2026-06-11T20:39:00+05:30,captured,setl_00000034,
pay_260611001184,order_260611033,2782.00,card,55.64,2026-06-11T10:59:00+05:30,captured,setl_00000034,
pay_260612001185,order_260612034,843.00,netbanking,7.58,2026-06-12T17:38:00+05:30,captured,setl_00000035,
pay_260612001186,order_260612034,2023.00,card,40.46,2026-06-12T10:56:00+05:30,captured,setl_00000035,
pay_260612001187,order_260612034,5148.00,upi_apps,102.96,2026-06-12T16:59:00+05:30,captured,setl_00000035,
pay_260612001188,order_260612034,1981.00,upi_apps,39.62,2026-06-12T13:52:00+05:30,captured,setl_00000035,
pay_260612001189,order_260612034,5284.00,upi_apps,105.68,2026-06-12T16:31:00+05:30,captured,setl_00000035,
pay_260612001190,order_260612034,1633.00,upi_apps,32.66,2026-06-12T11:25:00+05:30,captured,setl_00000035,
pay_260612001191,order_260612034,5396.00,netbanking,48.56,2026-06-12T12:31:00+05:30,captured,setl_00000035,
pay_260612001192,order_260612034,794.00,wallet,15.88,2026-06-12T08:19:00+05:30,captured,setl_00000035,
pay_260612001193,order_260612034,3976.00,upi_apps,79.52,2026-06-12T15:14:00+05:30,captured,setl_00000035,
pay_260612001194,order_260612034,1477.00,netbanking,13.29,2026-06-12T11:02:00+05:30,captured,setl_00000035,
pay_260612001195,order_260612034,2786.00,card,55.72,2026-06-12T17:32:00+05:30,captured,setl_00000035,
pay_260612001196,order_260612034,2685.00,card,53.70,2026-06-12T12:56:00+05:30,captured,setl_00000035,
pay_260612001197,order_260612034,3627.00,upi_apps,72.54,2026-06-12T11:26:00+05:30,captured,setl_00000035,
pay_260612001198,order_260612034,4974.00,card,99.48,2026-06-12T14:35:00+05:30,captured,setl_00000035,
pay_260612001199,order_260612034,4783.00,upi_apps,95.66,2026-06-12T14:03:00+05:30,captured,setl_00000035,
pay_260612001200,order_260612034,2453.00,card,49.06,2026-06-12T11:47:00+05:30,captured,setl_00000035,
pay_260612001201,order_260612034,3220.00,card,64.40,2026-06-12T13:24:00+05:30,captured,setl_00000035,
pay_260612001202,order_260612034,4674.00,upi_apps,93.48,2026-06-12T14:37:00+05:30,captured,setl_00000035,
pay_260612001203,order_260612034,4383.00,card,87.66,2026-06-12T20:07:00+05:30,captured,setl_00000035,
pay_260612001204,order_260612034,3404.00,netbanking,30.63,2026-06-12T20:59:00+05:30,captured,setl_00000035,
pay_260612001205,order_260612034,2138.00,upi_apps,42.76,2026-06-12T08:59:00+05:30,captured,setl_00000035,
pay_260612001206,order_260612034,4990.00,card,99.80,2026-06-12T14:01:00+05:30,captured,setl_00000035,
pay_260612001207,order_260612034,1165.00,upi_apps,23.30,2026-06-12T15:44:00+05:30,captured,setl_00000035,
pay_260612001208,order_260612034,5113.00,upi_apps,102.26,2026-06-12T22:53:00+05:30,captured,setl_00000035,
pay_260612001209,order_260612034,852.00,upi_apps,17.04,2026-06-12T16:01:00+05:30,captured,setl_00000035,
pay_260612001210,order_260612034,1082.00,upi_apps,21.64,2026-06-12T14:46:00+05:30,captured,setl_00000035,
pay_260612001211,order_260612034,2462.00,upi_apps,49.24,2026-06-12T22:42:00+05:30,captured,setl_00000035,
pay_260612001212,order_260612034,1090.00,wallet,21.80,2026-06-12T10:36:00+05:30,captured,setl_00000035,
pay_260612001213,order_260612034,557.00,card,11.14,2026-06-12T16:50:00+05:30,captured,setl_00000035,
pay_260612001214,order_260612034,4183.00,upi_apps,83.66,2026-06-12T10:13:00+05:30,captured,setl_00000035,
pay_260612001215,order_260612034,2870.00,netbanking,25.83,2026-06-12T20:17:00+05:30,captured,setl_00000035,
pay_260612001216,order_260612034,2367.00,card,47.34,2026-06-12T12:34:00+05:30,captured,setl_00000035,
pay_260612001217,order_260612034,4705.00,card,94.10,2026-06-12T08:53:00+05:30,captured,setl_00000035,
pay_260612001218,order_260612034,540.00,card,10.80,2026-06-12T13:20:00+05:30,captured,setl_00000035,
pay_260612001219,order_260612034,2258.00,wallet,45.16,2026-06-12T21:49:00+05:30,captured,setl_00000035,
pay_260612001220,order_260612034,2065.00,card,41.30,2026-06-12T14:43:00+05:30,captured,setl_00000035,
pay_260612001221,order_260612034,3580.00,upi_apps,71.60,2026-06-12T22:22:00+05:30,captured,setl_00000035,
pay_260612001222,order_260612034,3173.00,upi_apps,63.46,2026-06-12T15:03:00+05:30,captured,setl_00000035,
pay_260612001223,order_260612034,4655.00,upi_apps,93.10,2026-06-12T19:23:00+05:30,captured,setl_00000035,
pay_260612001224,order_260612034,2268.00,card,45.36,2026-06-12T10:36:00+05:30,captured,setl_00000035,
pay_260612001225,order_260612034,3658.00,upi_apps,73.16,2026-06-12T21:32:00+05:30,captured,setl_00000035,
pay_260612001226,order_260612034,4725.00,upi_apps,94.50,2026-06-12T16:04:00+05:30,captured,setl_00000035,
pay_260612001227,order_260612034,4741.00,card,94.82,2026-06-12T15:46:00+05:30,captured,setl_00000035,
pay_260612001228,order_260612034,1520.00,upi_apps,30.40,2026-06-12T09:15:00+05:30,captured,setl_00000035,
pay_260612001229,order_260612034,1443.00,upi_apps,28.86,2026-06-12T17:21:00+05:30,captured,setl_00000035,
pay_260612001230,order_260612034,1157.00,upi_apps,23.14,2026-06-12T17:39:00+05:30,captured,setl_00000035,
pay_260612001231,order_260612034,2679.00,upi_apps,53.58,2026-06-12T22:09:00+05:30,captured,setl_00000035,
pay_260612001232,order_260612034,875.00,netbanking,7.87,2026-06-12T17:33:00+05:30,captured,setl_00000035,
pay_260612001233,order_260612034,892.00,card,17.84,2026-06-12T15:22:00+05:30,captured,setl_00000035,
pay_260612001234,order_260612034,5030.00,upi_apps,100.60,2026-06-12T16:14:00+05:30,captured,setl_00000035,
pay_260613001235,order_260613035,3858.00,wallet,77.16,2026-06-13T12:55:00+05:30,captured,setl_00000036,
pay_260613001236,order_260613035,1502.00,netbanking,13.51,2026-06-13T15:43:00+05:30,captured,setl_00000036,
pay_260613001237,order_260613035,4900.00,netbanking,44.10,2026-06-13T11:59:00+05:30,captured,setl_00000036,
pay_260613001238,order_260613035,452.00,card,9.04,2026-06-13T20:45:00+05:30,captured,setl_00000036,
pay_260613001239,order_260613035,1932.00,wallet,38.64,2026-06-13T21:05:00+05:30,captured,setl_00000036,
pay_260613001240,order_260613035,2339.00,netbanking,21.05,2026-06-13T11:12:00+05:30,captured,setl_00000036,
pay_260613001241,order_260613035,1992.00,netbanking,17.92,2026-06-13T22:52:00+05:30,captured,setl_00000036,
pay_260613001242,order_260613035,4164.00,upi_apps,83.28,2026-06-13T19:54:00+05:30,captured,setl_00000036,
pay_260613001243,order_260613035,3366.00,card,67.32,2026-06-13T20:13:00+05:30,captured,setl_00000036,
pay_260613001244,order_260613035,3540.00,upi_apps,70.80,2026-06-13T18:30:00+05:30,captured,setl_00000036,
pay_260613001245,order_260613035,5307.00,netbanking,47.76,2026-06-13T16:45:00+05:30,captured,setl_00000036,
pay_260613001246,order_260613035,5357.00,netbanking,48.21,2026-06-13T09:50:00+05:30,captured,setl_00000036,
pay_260613001247,order_260613035,4247.00,upi_apps,84.94,2026-06-13T13:42:00+05:30,captured,setl_00000036,
pay_260613001248,order_260613035,3513.00,card,70.26,2026-06-13T11:51:00+05:30,captured,setl_00000036,
pay_260613001249,order_260613035,806.00,upi_apps,16.12,2026-06-13T21:47:00+05:30,captured,setl_00000036,
pay_260613001250,order_260613035,3290.00,card,65.80,2026-06-13T14:36:00+05:30,captured,setl_00000036,
pay_260613001251,order_260613035,2938.00,card,58.76,2026-06-13T20:29:00+05:30,captured,setl_00000036,
pay_260613001252,order_260613035,597.00,wallet,11.94,2026-06-13T17:21:00+05:30,captured,setl_00000036,
pay_260613001253,order_260613035,2539.00,upi_apps,50.78,2026-06-13T08:31:00+05:30,captured,setl_00000036,
pay_260613001254,order_260613035,2667.00,card,53.34,2026-06-13T14:41:00+05:30,captured,setl_00000036,
pay_260613001255,order_260613035,4340.00,upi_apps,86.80,2026-06-13T12:18:00+05:30,captured,setl_00000036,
pay_260613001256,order_260613035,1985.00,card,39.70,2026-06-13T18:55:00+05:30,captured,setl_00000036,
pay_260613001257,order_260613035,4694.00,card,93.88,2026-06-13T12:01:00+05:30,captured,setl_00000036,
pay_260613001258,order_260613035,3455.00,card,69.10,2026-06-13T09:08:00+05:30,captured,setl_00000036,
pay_260613001259,order_260613035,3651.00,upi_apps,73.02,2026-06-13T21:24:00+05:30,captured,setl_00000036,
pay_260613001260,order_260613035,2389.00,card,47.78,2026-06-13T12:00:00+05:30,captured,setl_00000036,
pay_260614001261,order_260614036,3807.00,netbanking,34.26,2026-06-14T21:43:00+05:30,captured,setl_00000037,
pay_260614001262,order_260614036,4504.00,upi_apps,90.08,2026-06-14T13:05:00+05:30,captured,setl_00000037,
pay_260614001263,order_260614036,1030.00,upi_apps,20.60,2026-06-14T18:43:00+05:30,captured,setl_00000037,
pay_260615001264,order_260615037,3473.00,upi_apps,69.46,2026-06-15T16:05:00+05:30,captured,setl_00000038,
pay_260615001265,order_260615037,1656.00,card,33.12,2026-06-15T20:22:00+05:30,captured,setl_00000038,
