document_id,document_no,counterparty,counterparty_code,document_date,due_date,gross_amount,gst_rate,gst_amount,net_amount,paid_amount,status,currency,notes
AP-RT-2026-000334,RT-2026-000334,Trinetra Agri Inputs Company,VEND-018,2026-04-01,2026-05-01,815315.00,0.18,146757.00,815315.00,815315.00,paid,INR,purchase bill
AP-VB-2026-000340,VB-2026-000340,Karman Catering Services LLP,VEND-014,2026-04-02,2026-06-01,68708.00,0.18,12367.00,68708.00,68708.00,paid,INR,purchase bill
AP-VB-2026-000341,VB-2026-000341,Shree Balaji Analytics Private Limited,VEND-015,2026-04-02,2026-06-01,108341.00,0.18,19501.00,108341.00,108341.00,paid,INR,purchase bill
AP-RT-2026-000351,RT-2026-000351,Everstone Staffing & Co,VEND-020,2026-04-03,2026-05-18,215553.00,0.18,25866.00,215553.00,215553.00,paid,INR,purchase bill
AP-RT-2026-000352,RT-2026-000352,Meridian Polymers Ltd,VEND-001,2026-04-03,2026-05-04,78791.00,0.18,14182.00,78791.00,78791.00,paid,INR,purchase bill
AP-RT-2026-000353,RT-2026-000353,Anant Infra Electricals Ltd,VEND-004,2026-04-03,2026-04-18,176338.00,0.18,31741.00,176338.00,176338.00,paid,INR,purchase bill
AP-VB-2026-000354,VB-2026-000354,Everstone Staffing & Co,VEND-020,2026-04-03,2026-05-18,224159.00,0.18,26899.00,224159.00,224159.00,paid,INR,purchase bill
AP-RT-2026-000355,RT-2026-000355,Goldcrest Steel Traders Company,VEND-016,2026-04-03,2026-06-02,281109.00,0.18,14055.00,281109.00,281109.00,paid,INR,purchase bill
AP-VB-2026-000356,VB-2026-000356,Sundara Water Treatment Ltd,VEND-009,2026-04-03,2026-04-18,149837.00,0.18,17980.00,149837.00,149837.00,paid,INR,purchase bill
AP-VB-2026-000357,VB-2026-000357,Ashwini Machine Parts Ltd,VEND-003,2026-04-03,2026-06-02,272115.00,0.18,32654.00,272115.00,272115.00,paid,INR,purchase bill
AP-VB-2026-000358,VB-2026-000358,Bluepeak Cold Chain PVT LTD,VEND-022,2026-04-04,2026-05-19,615775.00,0.18,110839.00,615775.00,615775.00,paid,INR,purchase bill
AP-VB-2026-000359,VB-2026-000359,Pragati Fab Services Ltd,VEND-017,2026-04-04,2026-05-19,664961.00,0.18,79795.00,664961.00,664961.00,paid,INR,purchase bill
AP-VB-2026-000360,VB-2026-000360,Trinetra Agri Inputs Company,VEND-018,2026-04-04,2026-05-04,311723.00,0.18,15586.00,311723.00,311723.00,paid,INR,purchase bill
AP-VB-2026-000361,VB-2026-000361,Lohiya Logistics Ltd,VEND-006,2026-04-04,2026-04-20,253657.00,0.18,45658.00,253657.00,253657.00,paid,INR,purchase bill
AP-RT-2026-000371,RT-2026-000371,Bluepeak Cold Chain PVT LTD,VEND-022,2026-04-06,2026-05-21,242372.00,0.18,43627.00,242372.00,242372.00,paid,INR,purchase bill
AP-RT-2026-000372,RT-2026-000372,Zenith One Textiles LLP,VEND-012,2026-04-06,2026-06-05,283920.00,0.18,34070.00,283920.00,283920.00,paid,INR,purchase bill
AP-RT-2026-000373,RT-2026-000373,Trinetra Agri Inputs Company,VEND-018,2026-04-06,2026-05-06,355993.00,0.18,64079.00,355993.00,355993.00,paid,INR,purchase bill
AP-RT-2026-000374,RT-2026-000374,Goldcrest Steel Traders Company,VEND-016,2026-04-06,2026-06-05,268025.00,0.18,13401.00,268025.00,253376.00,partial,INR,purchase bill short deduction
AP-RT-2026-000375,RT-2026-000375,Anant Infra Electricals Ltd,VEND-004,2026-04-06,2026-04-21,239588.00,0.18,28751.00,239588.00,239588.00,paid,INR,purchase bill
AP-VB-2026-000376,VB-2026-000376,Lohiya Logistics Ltd,VEND-006,2026-04-06,2026-04-21,561296.00,0.18,28065.00,561296.00,561296.00,paid,INR,purchase bill
AP-RT-2026-000386,RT-2026-000386,Everstone Staffing & Co,VEND-020,2026-04-07,2026-05-22,294253.00,0.18,14713.00,294253.00,294253.00,paid,INR,purchase bill
AP-VB-2026-000387,VB-2026-000387,Meridian Polymers Ltd,VEND-001,2026-04-07,2026-05-07,133378.00,0.18,24008.00,133378.00,133378.00,paid,INR,purchase bill
AP-VB-2026-000388,VB-2026-000388,Bluepeak Cold Chain PVT LTD,VEND-022,2026-04-07,2026-05-22,109950.00,0.18,19791.00,109950.00,109950.00,paid,INR,purchase bill
AP-RT-2026-000389,RT-2026-000389,Trinetra Solar EPC LLP,VEND-008,2026-04-07,2026-06-06,346060.00,0.18,62291.00,346060.00,346060.00,paid,INR,purchase bill
AP-RT-2026-000398,RT-2026-000398,Karman Print Solutions Ltd,VEND-013,2026-04-08,2026-05-23,66348.00,0.18,11943.00,66348.00,66348.00,paid,INR,purchase bill
AP-VB-2026-000399,VB-2026-000399,Vaishnavi Piping Solutions Ltd,VEND-021,2026-04-08,2026-05-08,642683.00,0.18,77122.00,642683.00,642683.00,paid,INR,purchase bill
AP-VB-2026-000400,VB-2026-000400,Orbitex Warehousing & Co,VEND-010,2026-04-08,2026-05-08,441307.00,0.18,79435.00,441307.00,441307.00,paid,INR,purchase bill
AP-RT-2026-000401,RT-2026-000401,Vrundavan Interiors PVT LTD,VEND-019,2026-04-08,2026-04-23,377157.00,0.18,67888.00,377157.00,377157.00,paid,INR,purchase bill
AP-RT-2026-000402,RT-2026-000402,Everstone Staffing & Co,VEND-020,2026-04-08,2026-05-23,409300.00,0.18,20465.00,409300.00,409300.00,paid,INR,purchase bill
AP-VB-2026-000403,VB-2026-000403,Karman Print Solutions Ltd,VEND-013,2026-04-08,2026-05-23,379148.00,0.18,18957.00,379148.00,379148.00,paid,INR,purchase bill
AP-VB-2026-000404,VB-2026-000404,Karman Print Solutions Ltd,VEND-013,2026-04-08,2026-05-23,834867.00,0.18,150276.00,834867.00,834867.00,paid,INR,purchase bill
AP-RT-2026-000413,RT-2026-000413,Zenith One Textiles LLP,VEND-012,2026-04-09,2026-06-08,479544.00,0.18,86318.00,479544.00,479544.00,paid,INR,purchase bill
AP-RT-2026-000414,RT-2026-000414,Everstone Recyclers & Co,VEND-007,2026-04-09,2026-04-24,327019.00,0.18,58863.00,327019.00,327019.00,paid,INR,purchase bill
AP-VB-2026-000415,VB-2026-000415,Ashwini Machine Parts Ltd,VEND-003,2026-04-09,2026-06-08,305022.00,0.18,54904.00,305022.00,305022.00,paid,INR,purchase bill
AP-VB-2026-000416,VB-2026-000416,Anant Infra Electricals Ltd,VEND-004,2026-04-09,2026-04-24,454976.00,0.18,81896.00,454976.00,454976.00,paid,INR,purchase bill
AP-RT-2026-000417,RT-2026-000417,Meridian Polymers Ltd,VEND-001,2026-04-09,2026-05-09,109085.00,0.18,19635.00,109085.00,109085.00,paid,INR,purchase bill
AP-RT-2026-000418,RT-2026-000418,Pragati Conveyances PVT LTD,VEND-005,2026-04-09,2026-05-09,418900.00,0.18,50268.00,418900.00,418900.00,paid,INR,purchase bill
AP-VB-2026-000419,VB-2026-000419,Sundara Water Treatment Ltd,VEND-009,2026-04-09,2026-04-24,232540.00,0.18,41857.00,232540.00,232540.00,paid,INR,purchase bill
AP-RT-2026-000420,RT-2026-000420,Karman Catering Services LLP,VEND-014,2026-04-09,2026-06-08,100266.00,0.18,18048.00,100266.00,100266.00,paid,INR,purchase bill
AP-VB-2026-000429,VB-2026-000429,Vrundavan Interiors PVT LTD,VEND-019,2026-04-10,2026-04-25,1621619.00,0.18,291891.00,1621619.00,1621619.00,paid,INR,purchase bill
AP-RT-2026-000430,RT-2026-000430,Northline Roofing Products PVT LTD,VEND-011,2026-04-10,2026-05-11,352675.00,0.18,63481.00,352675.00,352675.00,paid,INR,purchase bill
AP-RT-2026-000431,RT-2026-000431,Meridian Polymers Ltd,VEND-001,2026-04-10,2026-05-11,299099.00,0.18,14955.00,299099.00,299099.00,paid,INR,purchase bill
AP-VB-2026-000432,VB-2026-000432,Vrundavan Interiors PVT LTD,VEND-019,2026-04-10,2026-04-25,465634.00,0.18,83814.00,465634.00,465634.00,paid,INR,purchase bill
AP-VB-2026-000433,VB-2026-000433,Vrundavan Interiors PVT LTD,VEND-019,2026-04-10,2026-04-25,1037563.00,0.18,124508.00,1037563.00,1037563.00,paid,INR,purchase bill
AP-RT-2026-000434,RT-2026-000434,Shree Balaji Analytics Private Limited,VEND-015,2026-04-10,2026-06-09,118706.00,0.18,5935.00,118706.00,118706.00,paid,INR,purchase bill
AP-RT-2026-000435,RT-2026-000435,Pragati Fab Services Ltd,VEND-017,2026-04-10,2026-05-25,188413.00,0.18,22610.00,188413.00,188413.00,paid,INR,purchase bill
AP-VB-2026-000437,VB-2026-000437,Vrundavan Interiors PVT LTD,VEND-019,2026-04-11,2026-04-27,342161.00,0.18,61589.00,342161.00,0.00,overdue,INR,purchase bill
AP-RT-2026-000438,RT-2026-000438,Vrundavan Interiors PVT LTD,VEND-019,2026-04-11,2026-04-27,145507.00,0.18,26191.00,145507.00,145507.00,paid,INR,purchase bill
AP-RT-2026-000439,RT-2026-000439,Vrundavan Interiors PVT LTD,VEND-019,2026-04-11,2026-04-27,310826.00,0.18,55949.00,310826.00,310826.00,paid,INR,purchase bill
AP-VB-2026-000440,VB-2026-000440,Everstone Recyclers & Co,VEND-007,2026-04-11,2026-04-27,715805.00,0.18,85897.00,715805.00,715805.00,paid,INR,purchase bill
AP-VB-2026-000447,VB-2026-000447,Pragati Conveyances PVT LTD,VEND-005,2026-04-13,2026-05-13,246369.00,0.18,44346.00,246369.00,246369.00,paid,INR,purchase bill
AP-RT-2026-000448,RT-2026-000448,Pragati Fab Services Ltd,VEND-017,2026-04-13,2026-05-28,565594.00,0.18,28280.00,565594.00,565594.00,paid,INR,purchase bill
AP-RT-2026-000456,RT-2026-000456,Meridian Polymers Ltd,VEND-001,2026-04-14,2026-05-14,264145.00,0.18,31697.00,264145.00,264145.00,paid,INR,purchase bill
AP-RT-2026-000457,RT-2026-000457,Lohiya Logistics Ltd,VEND-006,2026-04-14,2026-04-29,397480.00,0.18,47698.00,397480.00,397480.00,paid,INR,purchase bill
AP-VB-2026-000458,VB-2026-000458,Trinetra Agri Inputs Company,VEND-018,2026-04-14,2026-05-14,465110.00,0.18,23256.00,465110.00,465110.00,paid,INR,purchase bill
AP-VB-2026-000469,VB-2026-000469,Lohiya Logistics Ltd,VEND-006,2026-04-15,2026-04-30,297246.00,0.18,35670.00,297246.00,297246.00,paid,INR,purchase bill
AP-VB-2026-000470,VB-2026-000470,Karman Catering Services LLP,VEND-014,2026-04-15,2026-06-15,131046.00,0.18,23588.00,131046.00,131046.00,paid,INR,purchase bill
AP-RT-2026-000471,RT-2026-000471,Sundara Water Treatment Ltd,VEND-009,2026-04-15,2026-04-30,112489.00,0.18,20248.00,112489.00,112489.00,paid,INR,purchase bill
AP-RT-2026-000472,RT-2026-000472,Orbitex Warehousing & Co,VEND-010,2026-04-15,2026-05-15,468983.00,0.18,84417.00,468983.00,468983.00,paid,INR,purchase bill
AP-VB-2026-000473,VB-2026-000473,Zenith One Textiles LLP,VEND-012,2026-04-15,2026-06-15,952965.00,0.18,171534.00,952965.00,952965.00,paid,INR,purchase bill
AP-VB-2026-000474,VB-2026-000474,Karman Catering Services LLP,VEND-014,2026-04-15,2026-06-15,103232.00,0.18,18582.00,103232.00,103232.00,paid,INR,purchase bill
AP-VB-2026-000475,VB-2026-000475,Orbitex Warehousing & Co,VEND-010,2026-04-15,2026-05-15,555562.00,0.18,27778.00,555562.00,555562.00,paid,INR,purchase bill
AP-RT-2026-000476,RT-2026-000476,Meridian Polymers Ltd,VEND-001,2026-04-15,2026-05-15,267961.00,0.18,13398.00,267961.00,267961.00,paid,INR,purchase bill
AP-RT-2026-000477,RT-2026-000477,Goldcrest Steel Traders Company,VEND-016,2026-04-15,2026-06-15,1229034.00,0.18,61452.00,1229034.00,1229034.00,paid,INR,purchase bill
AP-VB-2026-000485,VB-2026-000485,Orbitex Warehousing & Co,VEND-010,2026-04-16,2026-05-16,151841.00,0.18,27331.00,151841.00,151841.00,paid,INR,purchase bill
AP-RT-2026-000486,RT-2026-000486,Pragati Conveyances PVT LTD,VEND-005,2026-04-16,2026-05-16,380114.00,0.18,19006.00,380114.00,380114.00,paid,INR,purchase bill
AP-VB-2026-000487,VB-2026-000487,Northline Roofing Products PVT LTD,VEND-011,2026-04-16,2026-05-16,431517.00,0.18,77673.00,431517.00,431517.00,paid,INR,purchase bill
AP-VB-2026-000488,VB-2026-000488,Goldcrest Steel Traders Company,VEND-016,2026-04-16,2026-06-15,118069.00,0.18,14168.00,118069.00,118069.00,paid,INR,purchase bill
AP-RT-2026-000489,RT-2026-000489,Shree Balaji Analytics Private Limited,VEND-015,2026-04-16,2026-06-15,991430.00,0.18,49572.00,991430.00,991430.00,paid,INR,purchase bill
AP-VB-2026-000498,VB-2026-000498,Meridian Polymers Ltd,VEND-001,2026-04-17,2026-05-18,664616.00,0.18,119631.00,664616.00,664616.00,paid,INR,purchase bill
AP-RT-2026-000499,RT-2026-000499,Everstone Recyclers & Co,VEND-007,2026-04-17,2026-05-02,454221.00,0.18,81760.00,454221.00,454221.00,paid,INR,purchase bill
AP-VB-2026-000500,VB-2026-000500,Karman Catering Services LLP,VEND-014,2026-04-17,2026-06-16,80448.00,0.18,14481.00,80448.00,80448.00,paid,INR,purchase bill
AP-RT-2026-000501,RT-2026-000501,Meridian Hardware Private Limited,VEND-002,2026-04-17,2026-05-18,1672409.00,0.18,301034.00,1672409.00,1672409.00,paid,INR,purchase bill
AP-VB-2026-000502,VB-2026-000502,Karman Print Solutions Ltd,VEND-013,2026-04-17,2026-06-01,528923.00,0.18,95206.00,528923.00,528923.00,paid,INR,purchase bill
AP-RT-2026-000503,RT-2026-000503,Ashwini Machine Parts Ltd,VEND-003,2026-04-17,2026-06-16,149044.00,0.18,17885.00,149044.00,149044.00,paid,INR,purchase bill
AP-VB-2026-000507,VB-2026-000507,Shree Balaji Analytics Private Limited,VEND-015,2026-04-18,2026-06-17,143209.00,0.18,25778.00,143209.00,143209.00,paid,INR,purchase bill
AP-VB-2026-000509,VB-2026-000509,Ashwini Machine Parts Ltd,VEND-003,2026-04-19,2026-06-18,685318.00,0.18,123357.00,685318.00,685318.00,paid,INR,purchase bill
AP-RT-2026-000510,RT-2026-000510,Everstone Recyclers & Co,VEND-007,2026-04-19,2026-05-04,1006886.00,0.18,120826.00,1006886.00,1006886.00,paid,INR,purchase bill
AP-RT-2026-000511,RT-2026-000511,Meridian Polymers Ltd,VEND-001,2026-04-19,2026-05-19,631252.00,0.18,113625.00,631252.00,631252.00,paid,INR,purchase bill
AP-RT-2026-000512,RT-2026-000512,Goldcrest Steel Traders Company,VEND-016,2026-04-19,2026-06-18,160224.00,0.18,28840.00,160224.00,160224.00,paid,INR,purchase bill
AP-RT-2026-000513,RT-2026-000513,Goldcrest Steel Traders Company,VEND-016,2026-04-19,2026-06-18,797204.00,0.18,143497.00,797204.00,782618.00,partial,INR,purchase bill short deduction
AP-VB-2026-000519,VB-2026-000519,Ashwini Machine Parts Ltd,VEND-003,2026-04-20,2026-06-19,69743.00,0.18,3487.00,69743.00,69743.00,paid,INR,purchase bill
AP-RT-2026-000520,RT-2026-000520,Zenith One Textiles LLP,VEND-012,2026-04-20,2026-06-19,380215.00,0.18,19011.00,380215.00,380215.00,paid,INR,purchase bill
AP-VB-2026-000521,VB-2026-000521,Karman Print Solutions Ltd,VEND-013,2026-04-20,2026-06-04,199901.00,0.18,35982.00,199901.00,199901.00,paid,INR,purchase bill
AP-RT-2026-000522,RT-2026-000522,Pragati Fab Services Ltd,VEND-017,2026-04-20,2026-06-04,471454.00,0.18,84862.00,471454.00,471454.00,paid,INR,purchase bill
AP-VB-2026-000530,VB-2026-000530,Orbitex Warehousing & Co,VEND-010,2026-04-21,2026-05-21,264324.00,0.18,31719.00,264324.00,264324.00,paid,INR,purchase bill
AP-RT-2026-000531,RT-2026-000531,Vrundavan Interiors PVT LTD,VEND-019,2026-04-21,2026-05-06,419178.00,0.18,20959.00,419178.00,419178.00,paid,INR,purchase bill
AP-RT-2026-000532,RT-2026-000532,Everstone Recyclers & Co,VEND-007,2026-04-21,2026-05-06,154807.00,0.18,27865.00,154807.00,154807.00,paid,INR,purchase bill
AP-VB-2026-000533,VB-2026-000533,Goldcrest Steel Traders Company,VEND-016,2026-04-21,2026-06-20,250237.00,0.18,45043.00,250237.00,250237.00,paid,INR,purchase bill
AP-RT-2026-000541,RT-2026-000541,Trinetra Agri Inputs Company,VEND-018,2026-04-22,2026-05-22,692861.00,0.18,124715.00,692861.00,692861.00,paid,INR,purchase bill
AP-VB-2026-000542,VB-2026-000542,Everstone Recyclers & Co,VEND-007,2026-04-22,2026-05-07,94275.00,0.18,4714.00,94275.00,94275.00,paid,INR,purchase bill
AP-VB-2026-000543,VB-2026-000543,Meridian Hardware Private Limited,VEND-002,2026-04-22,2026-05-22,636878.00,0.18,114638.00,636878.00,636878.00,paid,INR,purchase bill
AP-RT-2026-000544,RT-2026-000544,Trinetra Solar EPC LLP,VEND-008,2026-04-22,2026-06-22,287185.00,0.18,34462.00,287185.00,287185.00,paid,INR,purchase bill
AP-RT-2026-000551,RT-2026-000551,Karman Print Solutions Ltd,VEND-013,2026-04-23,2026-06-08,442036.00,0.18,79566.00,442036.00,442036.00,paid,INR,purchase bill
AP-RT-2026-000552,RT-2026-000552,Everstone Staffing & Co,VEND-020,2026-04-23,2026-06-08,273086.00,0.18,49155.00,273086.00,273086.00,paid,INR,purchase bill
AP-VB-2026-000553,VB-2026-000553,Vaishnavi Piping Solutions Ltd,VEND-021,2026-04-23,2026-05-23,602533.00,0.18,108456.00,602533.00,602533.00,paid,INR,purchase bill
AP-VB-2026-000554,VB-2026-000554,Meridian Hardware Private Limited,VEND-002,2026-04-23,2026-05-23,96077.00,0.18,17294.00,96077.00,96077.00,paid,INR,purchase bill
AP-RT-2026-000555,RT-2026-000555,Northline Roofing Products PVT LTD,VEND-011,2026-04-23,2026-05-23,434651.00,0.18,78237.00,434651.00,434651.00,paid,INR,purchase bill
AP-RT-2026-000564,RT-2026-000564,Lohiya Logistics Ltd,VEND-006,2026-04-24,2026-05-09,259583.00,0.18,46725.00,259583.00,259583.00,paid,INR,purchase bill
AP-RT-2026-000565,RT-2026-000565,Ashwini Machine Parts Ltd,VEND-003,2026-04-24,2026-06-23,963555.00,0.18,115627.00,963555.00,963555.00,paid,INR,purchase bill
AP-RT-2026-000566,RT-2026-000566,Trinetra Solar EPC LLP,VEND-008,2026-04-24,2026-06-23,465419.00,0.18,55850.00,465419.00,443148.00,partial,INR,purchase bill short deduction
AP-VB-2026-000567,VB-2026-000567,Sundara Water Treatment Ltd,VEND-009,2026-04-24,2026-05-09,239859.00,0.18,28783.00,239859.00,239859.00,paid,INR,purchase bill
AP-VB-2026-000568,VB-2026-000568,Everstone Recyclers & Co,VEND-007,2026-04-24,2026-05-09,363825.00,0.18,43659.00,363825.00,363825.00,paid,INR,purchase bill
AP-RT-2026-000569,RT-2026-000569,Goldcrest Steel Traders Company,VEND-016,2026-04-24,2026-06-23,326294.00,0.18,58733.00,326294.00,310439.00,partial,INR,purchase bill short deduction
AP-RT-2026-000570,RT-2026-000570,Trinetra Solar EPC LLP,VEND-008,2026-04-24,2026-06-23,969070.00,0.18,174433.00,969070.00,969070.00,paid,INR,purchase bill
AP-VB-2026-000574,VB-2026-000574,Meridian Hardware Private Limited,VEND-002,2026-04-25,2026-05-25,197648.00,0.18,23718.00,197648.00,197648.00,paid,INR,purchase bill
AP-VB-2026-000575,VB-2026-000575,Goldcrest Steel Traders Company,VEND-016,2026-04-25,2026-06-24,89439.00,0.18,4472.00,89439.00,89439.00,paid,INR,purchase bill
AP-VB-2026-000576,VB-2026-000576,Karman Print Solutions Ltd,VEND-013,2026-04-25,2026-06-09,157154.00,0.18,18858.00,157154.00,157154.00,paid,INR,purchase bill
AP-RT-2026-000585,RT-2026-000585,Orbitex Warehousing & Co,VEND-010,2026-04-27,2026-05-27,356323.00,0.18,42759.00,356323.00,356323.00,paid,INR,purchase bill
AP-RT-2026-000586,RT-2026-000586,Northline Roofing Products PVT LTD,VEND-011,2026-04-27,2026-05-27,706658.00,0.18,127198.00,706658.00,0.00,overdue,INR,purchase bill
AP-RT-2026-000587,RT-2026-000587,Goldcrest Steel Traders Company,VEND-016,2026-04-27,2026-06-26,127674.00,0.18,22981.00,127674.00,127674.00,paid,INR,purchase bill
AP-VB-2026-000588,VB-2026-000588,Trinetra Solar EPC LLP,VEND-008,2026-04-27,2026-06-26,902340.00,0.18,45117.00,902340.00,902340.00,paid,INR,purchase bill
AP-VB-2026-000589,VB-2026-000589,Zenith One Textiles LLP,VEND-012,2026-04-27,2026-06-26,452377.00,0.18,81428.00,452377.00,452377.00,paid,INR,purchase bill
AP-RT-2026-000590,RT-2026-000590,Northline Roofing Products PVT LTD,VEND-011,2026-04-27,2026-05-27,368715.00,0.18,44246.00,368715.00,368715.00,paid,INR,purchase bill
AP-RT-2026-000591,RT-2026-000591,Shree Balaji Analytics Private Limited,VEND-015,2026-04-27,2026-06-26,178111.00,0.18,8906.00,178111.00,178111.00,paid,INR,purchase bill
AP-VB-2026-000592,VB-2026-000592,Northline Roofing Products PVT LTD,VEND-011,2026-04-27,2026-05-27,798642.00,0.18,95837.00,798642.00,798642.00,paid,INR,purchase bill
AP-VB-2026-000600,VB-2026-000600,Meridian Polymers Ltd,VEND-001,2026-04-28,2026-05-28,387179.00,0.18,46461.00,387179.00,387179.00,paid,INR,purchase bill
AP-VB-2026-000601,VB-2026-000601,Vrundavan Interiors PVT LTD,VEND-019,2026-04-28,2026-05-13,944530.00,0.18,47227.00,944530.00,944530.00,paid,INR,purchase bill
AP-VB-2026-000602,VB-2026-000602,Vaishnavi Piping Solutions Ltd,VEND-021,2026-04-28,2026-05-28,370123.00,0.18,18506.00,370123.00,370123.00,paid,INR,purchase bill
AP-VB-2026-000603,VB-2026-000603,Everstone Recyclers & Co,VEND-007,2026-04-28,2026-05-13,433477.00,0.18,78026.00,433477.00,433477.00,paid,INR,purchase bill
AP-RT-2026-000616,RT-2026-000616,Goldcrest Steel Traders Company,VEND-016,2026-04-29,2026-06-29,114119.00,0.18,13694.00,114119.00,114119.00,paid,INR,purchase bill
AP-RT-2026-000617,RT-2026-000617,Pragati Fab Services Ltd,VEND-017,2026-04-29,2026-06-13,200158.00,0.18,36028.00,200158.00,200158.00,paid,INR,purchase bill
AP-RT-2026-000618,RT-2026-000618,Goldcrest Steel Traders Company,VEND-016,2026-04-29,2026-06-29,240652.00,0.18,28878.00,240652.00,240652.00,paid,INR,purchase bill
AP-VB-2026-000619,VB-2026-000619,Everstone Staffing & Co,VEND-020,2026-04-29,2026-06-13,402685.00,0.18,72483.00,402685.00,402685.00,paid,INR,purchase bill
AP-VB-2026-000620,VB-2026-000620,Everstone Staffing & Co,VEND-020,2026-04-29,2026-06-13,310449.00,0.18,55881.00,310449.00,310449.00,paid,INR,purchase bill
AP-VB-2026-000621,VB-2026-000621,Karman Print Solutions Ltd,VEND-013,2026-04-29,2026-06-13,300879.00,0.18,15044.00,300879.00,300879.00,paid,INR,purchase bill
AP-RT-2026-000622,RT-2026-000622,Trinetra Solar EPC LLP,VEND-008,2026-04-29,2026-06-29,246089.00,0.18,44296.00,246089.00,246089.00,paid,INR,purchase bill
AP-VB-2026-000623,VB-2026-000623,Goldcrest Steel Traders Company,VEND-016,2026-04-29,2026-06-29,140057.00,0.18,25210.00,140057.00,140057.00,paid,INR,purchase bill
AP-RT-2026-000633,RT-2026-000633,Meridian Hardware Private Limited,VEND-002,2026-04-30,2026-05-30,219924.00,0.18,10996.00,219924.00,219924.00,paid,INR,purchase bill
AP-VB-2026-000634,VB-2026-000634,Bluepeak Cold Chain PVT LTD,VEND-022,2026-04-30,2026-06-15,247977.00,0.18,44636.00,247977.00,235244.00,partial,INR,purchase bill short deduction
AP-VB-2026-000635,VB-2026-000635,Pragati Fab Services Ltd,VEND-017,2026-04-30,2026-06-15,241579.00,0.18,28989.00,241579.00,234015.00,partial,INR,purchase bill short deduction
AP-VB-2026-000636,VB-2026-000636,Pragati Conveyances PVT LTD,VEND-005,2026-04-30,2026-05-30,346096.00,0.18,62297.00,346096.00,346096.00,paid,INR,purchase bill
AP-RT-2026-000637,RT-2026-000637,Anant Infra Electricals Ltd,VEND-004,2026-04-30,2026-05-15,329346.00,0.18,16467.00,329346.00,329346.00,paid,INR,purchase bill
AP-VB-2026-000651,VB-2026-000651,Ashwini Machine Parts Ltd,VEND-003,2026-05-01,2026-06-30,345247.00,0.18,17262.00,345247.00,332658.00,partial,INR,purchase bill short deduction
AP-RT-2026-000652,RT-2026-000652,Bluepeak Cold Chain PVT LTD,VEND-022,2026-05-01,2026-06-15,300064.00,0.18,54012.00,300064.00,300064.00,paid,INR,purchase bill
AP-RT-2026-000653,RT-2026-000653,Trinetra Solar EPC LLP,VEND-008,2026-05-01,2026-06-30,563094.00,0.18,101357.00,563094.00,563094.00,paid,INR,purchase bill
AP-VB-2026-000654,VB-2026-000654,Everstone Recyclers & Co,VEND-007,2026-05-01,2026-05-16,446820.00,0.18,80428.00,446820.00,446820.00,paid,INR,purchase bill
AP-VB-2026-000655,VB-2026-000655,Vrundavan Interiors PVT LTD,VEND-019,2026-05-01,2026-05-16,139487.00,0.18,25108.00,139487.00,139487.00,paid,INR,purchase bill
AP-VB-2026-000656,VB-2026-000656,Anant Infra Electricals Ltd,VEND-004,2026-05-01,2026-05-16,442942.00,0.18,53153.00,442942.00,442942.00,paid,INR,purchase bill
AP-VB-2026-000657,VB-2026-000657,Pragati Conveyances PVT LTD,VEND-005,2026-05-01,2026-06-01,292419.00,0.18,35090.00,292419.00,292419.00,paid,INR,purchase bill
AP-VB-2026-000660,VB-2026-000660,Trinetra Agri Inputs Company,VEND-018,2026-05-02,2026-06-01,843373.00,0.18,151807.00,843373.00,843373.00,paid,INR,purchase bill
AP-RT-2026-000661,RT-2026-000661,Trinetra Solar EPC LLP,VEND-008,2026-05-02,2026-07-01,311423.00,0.18,37371.00,311423.00,311423.00,paid,INR,purchase bill
AP-RT-2026-000667,RT-2026-000667,Trinetra Agri Inputs Company,VEND-018,2026-05-04,2026-06-03,275714.00,0.18,49629.00,275714.00,275714.00,paid,INR,purchase bill
AP-RT-2026-000668,RT-2026-000668,Shree Balaji Analytics Private Limited,VEND-015,2026-05-04,2026-07-03,417559.00,0.18,75161.00,417559.00,417559.00,paid,INR,purchase bill
AP-RT-2026-000669,RT-2026-000669,Anant Infra Electricals Ltd,VEND-004,2026-05-04,2026-05-19,236795.00,0.18,42623.00,236795.00,236795.00,paid,INR,purchase bill
AP-RT-2026-000670,RT-2026-000670,Goldcrest Steel Traders Company,VEND-016,2026-05-04,2026-07-03,449167.00,0.18,80850.00,449167.00,449167.00,paid,INR,purchase bill
AP-VB-2026-000680,VB-2026-000680,Orbitex Warehousing & Co,VEND-010,2026-05-05,2026-06-04,297582.00,0.18,53565.00,297582.00,297582.00,paid,INR,purchase bill
AP-RT-2026-000681,RT-2026-000681,Karman Catering Services LLP,VEND-014,2026-05-05,2026-07-04,146313.00,0.18,26336.00,146313.00,146313.00,paid,INR,purchase bill
AP-RT-2026-000682,RT-2026-000682,Vrundavan Interiors PVT LTD,VEND-019,2026-05-05,2026-05-20,72682.00,0.18,3634.00,72682.00,72682.00,paid,INR,purchase bill
AP-RT-2026-000683,RT-2026-000683,Shree Balaji Analytics Private Limited,VEND-015,2026-05-05,2026-07-04,176229.00,0.18,31721.00,176229.00,176229.00,paid,INR,purchase bill
AP-VB-2026-000684,VB-2026-000684,Trinetra Agri Inputs Company,VEND-018,2026-05-05,2026-06-04,311306.00,0.18,56035.00,311306.00,311306.00,paid,INR,purchase bill
