line_id,txn_date,value_date,narration,utr,amount_in,amount_out,account
BL-000457,2026-05-18,2026-05-18,INV-2026-000227 NEFT CR SBIN0000921 900000018841 FROM NALANDA FEB SERVICES PRIVATE LIMITED,900000018841,235430.00,,HDFC-Current-4421
BL-000458,2026-05-18,2026-05-18,INV-2026-000109 NEFT CR UTIB0002233 900000013393 FROM ASHWINI SOLAR EPC NAG full and final,900000013393,251372.00,,HDFC-Current-4421
BL-000459,2026-05-18,2026-05-18,UPI/HDFC0001234/928723237136/nalarec@paytm/NALANNA RECYCLERS P/INV-2026-000624,900000036849,259492.00,,HDFC-Current-4421
BL-000460,2026-05-18,2026-05-18,NEFT CR UTIB0002233 900000035699 FROM ASHWINI INTERIORS PVT LTD freight charges INR 272035,900000035699,272035.00,,HDFC-Current-4421
BL-000461,2026-05-18,2026-05-18,UPI/HDFC0001234/434309476899/INV-2026-000572/merilab@ybl/MEBIDIAN LAB SUPPLIES NAG,900000034455,310300.00,,HDFC-Current-4421
BL-000462,2026-05-18,2026-05-18,UPI/HDFC0001234/434309476899/INV-2026-000572/merilab@ybl/MEBIDIAN LAB SUPPLIES NAG,900000034455,310300.00,,HDFC-Current-4421
BL-000463,2026-05-18,2026-05-18,NEFT CR KKBK0000812 900000035474 FROM GOLDCREST STEEL TRADERS LLP part payment INR 414564.,900000035474,414564.00,,HDFC-Current-4421
BL-000464,2026-05-18,2026-05-18,INV-2026-000560 CHQ CLG VEDIKA TEXT INV-2026-000560,900000033765,445209.00,,HDFC-Current-4421
BL-000465,2026-05-18,2026-05-18,INV-2026-000615 CHQ CLG VEDITEX TEXTILES INV-2026-000615,900000036409,639904.00,,HDFC-Current-4421
BL-000466,2026-05-18,2026-05-18,UPI/HDFC0001234/197195638395/merilab@paytm/MERIDIAN LAB SUPPLIES PRIVATE LIMITED,900000036363,907734.00,,HDFC-Current-4421
BL-000467,2026-05-19,2026-05-19,CHQ CLG ANANT INFRV E RT-2026-000711,900000040172,,872150.00,HDFC-Current-4421
BL-000468,2026-05-19,2026-05-19,NEFT DR SBIN0000921 900000032880 FROM TRINETRA AGRI INPUTS FAR security deposit INR 692861,900000032880,,692861.00,HDFC-Current-4421
BL-000469,2026-05-19,2026-05-19,NEFT DR HDFC0001234 900000039661 FROM LOHIYA LOGISTIC milestone 2 INR 496234.00,900000039661,,496234.00,HDFC-Current-4421
BL-000470,2026-05-19,2026-05-19,NEFT DR KKBK0000812 900000036001 FROM EVERSTONE RECYCLERS PVT LTD milestone 2 INR 433477.0,900000036001,,433477.00,HDFC-Current-4421
BL-000471,2026-05-19,2026-05-19,NEFT DR ICIC0000429 900000039758 FROM LOHSYA LOGISTICS LTD advance INR 357766.00 RT-2026-0,900000039758,,357766.00,HDFC-Current-4421
BL-000472,2026-05-19,2026-05-19,NEFT DR KKBK0000812 900000011075 FROM TRINETRA SOLAR EPC PVT LTD invoice settlement INR 24,900000011075,,240654.00,HDFC-Current-4421
BL-000473,2026-05-19,2026-05-19,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000067 UTR 900000003389,900000003389,14547.32,,HDFC-Current-4421
BL-000474,2026-05-19,2026-05-19,NEFT CR SBIN0000921 900000026203 FROM ZENITH ONE LOGISTICS COMPANY milestone 2 INR 91899.0,900000026203,91899.00,,HDFC-Current-4421
BL-000475,2026-05-19,2026-05-19,INV-2026-000273 NEFT CR ICIC0000429 900000020746 FROM ORBITEX PACKAG material supply INR 1,900000020746,113703.00,,HDFC-Current-4421
BL-000476,2026-05-19,2026-05-19,INV-2026-000130 CHQ CLG TRINETRA PIPING SOLUTIONS COMPANY INV-2026-000130,900000014492,130565.00,,HDFC-Current-4421
BL-000477,2026-05-19,2026-05-19,UPI/HDFC0001234/511053039554/everwat@okhdfcbank/EVERSTONE WATER TREATMENT C/INV-2026-00016,900000016120,201362.00,,HDFC-Current-4421
BL-000478,2026-05-19,2026-05-19,NEFT CR SBIN0000921 900000016671 FROM GOLDCREST SECURITY SYSTEMS PV material supply INR 38,900000016671,3888364.00,,HDFC-Current-4421
BL-000479,2026-05-20,2026-05-20,NEFT DR HDFC0001234 900000030556 FROM NORTHLINE ROOFING PRSDUCTS PVT LTD advance INR 43151,900000030556,,431517.00,HDFC-Current-4421
BL-000480,2026-05-20,2026-05-20,VB-2026-000111 NEFT DR ICIC0000429 900000013523 FROM PRAGATI FAB SERVICES LTD part payment,900000013523,,297159.00,HDFC-Current-4421
BL-000481,2026-05-20,2026-05-20,UPI/HDFC0001234/540806900709/pragcon@okhdfcbank/PRAGATI CONVEYANCE,900000028736,,246369.00,HDFC-Current-4421
BL-000482,2026-05-20,2026-05-20,NEFT DR UTIB0002233 900000032953 FROM EVERSTONE RECYCLE  invoice settlement INR 94275.00,900000032953,,94275.00,HDFC-Current-4421
BL-000483,2026-05-20,2026-05-20,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000068 UTR 900000003422,900000003422,126721.50,,HDFC-Current-4421
BL-000484,2026-05-20,2026-05-20,UPI/HDFC0001234/111399268595/everwat@ybl/EVERSTONE WATER TREATMENT JAI,900000012029,141860.00,,HDFC-Current-4421
BL-000485,2026-05-20,2026-05-20,UPI/HDFC0001234/766998747685/INV-2026-000468/anancon@paytm/ANANT INFRA CONVEYANCES PVT LTD,900000029571,212082.00,,HDFC-Current-4421
BL-000486,2026-05-20,2026-05-20,UPI/HDFC0001234/464236388266/INV-2026-000101/everwat@okaxis/EVERSTONE ,900000013017,290350.00,,HDFC-Current-4421
BL-000487,2026-05-20,2026-05-20,NEFT CR SBIN0000921 900000015271 FROM ORBITEX PACKAGING LTD invoice settlement INR 346306.,900000015271,346306.00,,HDFC-Current-4421
BL-000488,2026-05-20,2026-05-20,INV-2026-000349 NEFT CR HDFC0001234 900000024079 FROM ORBIPAC PACKAGING advance INR 398519,900000024079,398519.00,,HDFC-Current-4421
BL-000489,2026-05-20,2026-05-20,NEFT CR UTIB0002233 900000021527 FROM ORBITEX PACKAGING PRIVATE LIMITED part payment INR 1,900000021527,1463037.00,,HDFC-Current-4421
BL-000490,2026-05-21,2026-05-21,NEFT DR SBIN0000921 900000031025 FROM MERIDIAN POLYMERS LTD against inv INR 664616.00 VB-2,900000031025,,664616.00,HDFC-Current-4421
BL-000491,2026-05-21,2026-05-21,NEFT DR SBIN0000921 900000031025 FROM MERIDIAN POLYMERS LTD against inv INR 664616.00 VB-2,900000031025,,664616.00,HDFC-Current-4421
BL-000492,2026-05-21,2026-05-21,RT-2026-000294 NEFT DR HDFC0001234 900000021584 FROM PRAGATI FA amc renewal INR 648163.00,900000021584,,648163.00,HDFC-Current-4421
BL-000493,2026-05-21,2026-05-21,CHQ CLG ORBITEX WAREHOU ,900000029897,,555562.00,HDFC-Current-4421
BL-000494,2026-05-21,2026-05-21,RT-2026-000372 NEFT DR KKBK0000812 900000025228 FROM ZENITHSONE TEXTILES LLP invoice settl,900000025228,,283920.00,HDFC-Current-4421
BL-000495,2026-05-21,2026-05-21,RT-2026-000456 NEFT DR UTIB0002233 900000029150 FROM MERIDIAN POL freight charges INR 2641,900000029150,,264145.00,HDFC-Current-4421
BL-000496,2026-05-21,2026-05-21,UPI/HDFC0001234/582600070624/RT-2026-000351/eversta@paytm/EVERSTONE STAFFING & CO,900000024134,,215553.00,HDFC-Current-4421
BL-000497,2026-05-21,2026-05-21,NEFT DR UTIB0002233 900000012905 FROM TRINETRA SOLAR advance INR 210540.00 VB-2026-000099,900000012905,,210540.00,HDFC-Current-4421
BL-000498,2026-05-21,2026-05-21,INV-2026-000093 RTGS KKBK0000812 900000012765 SHREE BALAJI MACH INR 92617.00 invoice settl,900000012765,92617.00,,HDFC-Current-4421
BL-000499,2026-05-21,2026-05-21,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000069 UTR 900000003441,900000003441,101679.27,,HDFC-Current-4421
BL-000500,2026-05-21,2026-05-21,NEFT CR ICIC0000429 900000021254 FROM NALANDA FAB SERVICES part payment INR 212837.00,900000021254,212837.00,,HDFC-Current-4421
BL-000501,2026-05-21,2026-05-21,RTGS SBIN0000921 900000040341 SAPTANA ANALYTICS INR 319622.00 milestone 2,900000040341,319622.00,,HDFC-Current-4421
BL-000502,2026-05-21,2026-05-21,NEFT CR ICIC0000429 900000027454 FROM VEDIKA FACILITY NANAGEM milestone 2 INR 452564.00 IN,900000027454,452564.00,,HDFC-Current-4421
BL-000503,2026-05-21,2026-05-21,INV-2026-000534 NEFT CR SBIN0000921 900000032569 FROM TRIVIDATA ROOFING PRODUCTS PVT LTD a,900000032569,481620.00,,HDFC-Current-4421
BL-000504,2026-05-21,2026-05-21,NEFT CR KKBK0000812 900000038326 FROM GOLDSTE FRADERS  security deposit INR 528039.00 INV-,900000038326,528039.00,,HDFC-Current-4421
BL-000505,2026-05-22,2026-05-22,NEFT DR KKBK0000812 900000018647 FROM KARMPRI SOLUTIONS freight charges INR 231975.00,900000018647,,231975.00,HDFC-Current-4421
BL-000506,2026-05-22,2026-05-22,UPI/HDFC0001234/565222100317/ashwmac@okhdfcbank/ASHWINI MACHINE PARTS LTD,900000020570,,138509.00,HDFC-Current-4421
BL-000507,2026-05-22,2026-05-22,UPI/HDFC0001234/739907638301/VB-2026-000134/karmcat@ybl/KARMAN CATERING SERVICES LLP,900000014622,,118136.00,HDFC-Current-4421
BL-000508,2026-05-22,2026-05-22,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000070 UTR 900000003477,900000003477,21045.13,,HDFC-Current-4421
BL-000509,2026-05-22,2026-05-22,CHQ CLG TRINETRA PIPING SOLUTI ,900000021127,84034.00,,HDFC-Current-4421
BL-000510,2026-05-22,2026-05-22,NEFT CR KKBK0000812 900000038282 FROM GOLDCREST STEEL TRADERS COMPANY invoice settlement I,900000038282,182014.00,,HDFC-Current-4421
BL-000511,2026-05-22,2026-05-22,NEFT CR HDFC0001234 900000031845 FROM ASHWINO INTERIORS PVT LTD part payment INR 309989.00,900000031845,309989.00,,HDFC-Current-4421
BL-000512,2026-05-22,2026-05-22,NEFT CR SBIN0000921 900000019851 FROM ORBITEX PACKAGING PRIVATE LIMITED against inv INR 39,900000019851,392514.00,,HDFC-Current-4421
BL-000513,2026-05-22,2026-05-22,UPI/HDFC0001234/381482388432/INV-2026-000608/merilab@okaxis/MERIDIAN LA,900000036240,892943.00,,HDFC-Current-4421
BL-000514,2026-05-22,2026-05-22,NEFT CR SBIN0000921 900000022411 FROM VEDIKA FACILITY MANAG material supply INR 1146371.00,900000022411,1146371.00,,HDFC-Current-4421
BL-000515,2026-05-22,2026-05-22,"INV-2026-000562,INV-2026-000644,INV-2026-000719 NEFT CR HDFC0001234 900000080712 FROM PUSH",900000080712,2122366.00,,HDFC-Current-4421
BL-000516,2026-05-22,2026-05-22,NEFT CR SBIN0000921 900000025581 FROM ZENITH ONE LORISTICS NAG full and final INR 3620347.,900000025581,3620347.00,,HDFC-Current-4421
BL-000517,2026-05-23,2026-05-23,UPI/HDFC0001234/930641420812/merihar@okhdfcbank/MERIDIAN HARDWARE NOI/VB-2026-000543,900000032978,,636878.00,HDFC-Current-4421
BL-000518,2026-05-23,2026-05-23,NEFT DR SBIN0000921 900000037941 FROM EVERSTONE RECYCLERS LTD advance INR 446820.00 VB-202,900000037941,,446820.00,HDFC-Current-4421
BL-000519,2026-05-23,2026-05-23,VB-2026-000360 NEFT DR HDFC0001234 900000024618 FROM TRINETRA AGRI INPUTS LTD advance INR ,900000024618,,311723.00,HDFC-Current-4421
BL-000520,2026-05-23,2026-05-23,VB-2026-000530 CHQ CLG ORBITEX WAREHOUSING COI VB-2026-000530,900000032401,,264324.00,HDFC-Current-4421
BL-000521,2026-05-23,2026-05-23,NEFT DR SBIN0000921 900000037943 FROM VRUNDAVAN I part payment INR 139487.00,900000037943,,139487.00,HDFC-Current-4421
BL-000522,2026-05-23,2026-05-23,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000071 UTR 900000003572,900000003572,87606.75,,HDFC-Current-4421
BL-000523,2026-05-23,2026-05-23,NEFT CR UTIB0002233 900000021348 FROM NALANDA FAB SER security deposit INR 102387.00,900000021348,102387.00,,HDFC-Current-4421
BL-000524,2026-05-23,2026-05-23,NEFT CR KKBK0000812 900000035785 FROM ASHWINI CABLE SYSTEMS LLP part payment INR 163167.00,900000035785,163167.00,,HDFC-Current-4421
BL-000525,2026-05-23,2026-05-23,NEFT CR UTIB0002233 900000029557 FROM ASHWINI INTERIO full and final INR 355575.00,900000029557,355575.00,,HDFC-Current-4421
BL-000526,2026-05-23,2026-05-23,INV-2026-000632 NEFT CR SBIN0000921 900000037103 FROM GOLDCREST STEEL milestone 2 INR 7579,900000037103,757911.00,,HDFC-Current-4421
BL-000527,2026-05-23,2026-05-23,INV-2026-000580 NEFT CR HDFC0001234 900000034884 FROM TRIVIDATA ROOFING part payment INR 8,900000034884,885368.00,,HDFC-Current-4421
BL-000528,2026-05-23,2026-05-23,INV-2026-000325 NEFT CR UTIB0002233 900000023076 FROM ANANT INFRA STAFFING PRIVATE against,900000023076,3045523.00,,HDFC-Current-4421
BL-000529,2026-05-25,2026-05-25,UPI/HDFC0001234/806617681922/RT-2026-000501/merihar@paytm/MERIDIAN HARDWARE PRIVATE LIMITE,900000031184,,1672409.00,HDFC-Current-4421
BL-000530,2026-05-25,2026-05-25,VB-2026-000121 NEFT DR SBIN0000921 900000013962 FROM TRINETRA SOLAR EPCXPVT LTD against in,900000013962,,723235.00,HDFC-Current-4421
BL-000531,2026-05-25,2026-05-25,NEFT DR KKBK0000812 900000031605 FROM MERIDIAN POLYMERS LTD against inv INR 631252.00 RT-2,900000031605,,631252.00,HDFC-Current-4421
BL-000532,2026-05-25,2026-05-25,CHQ CLG ANANT INFRA ELECTRICALS GUW RT-2026-000797,900000043564,,600901.00,HDFC-Current-4421
BL-000533,2026-05-25,2026-05-25,NEFT DR HDFC0001234 900000043259 FROM LOHIYA LOGISTICS LTD security deposit INR 535471.00,900000043259,,535471.00,HDFC-Current-4421
BL-000534,2026-05-25,2026-05-25,CHQ CLG ORBITEX WAREHOUSING RT-2026-000472,900000029766,,468983.00,HDFC-Current-4421
BL-000535,2026-05-25,2026-05-25,NEFT DR HDFC0001234 900000015604 FROM TRINETRA SOLAR EPC PVT LTD against inv INR 440645.00,900000015604,,440645.00,HDFC-Current-4421
BL-000536,2026-05-25,2026-05-25,NEFT DR UTIB0002233 900000033495 FROM NORTHLINE ROOFING PRODUCTS PVT LTD full and final IN,900000033495,,434651.00,HDFC-Current-4421
BL-000537,2026-05-25,2026-05-25,NEFT DR KKBK0000812 900000035221 FROM NORTHLINE ROOFING PRODUCTS PVT LTD amc renewal INR 3,900000035221,,368715.00,HDFC-Current-4421
BL-000538,2026-05-25,2026-05-25,UPI/HDFC0001234/496920198866/VB-2026-000554/merihar@okaxis/MERIDIAN HARDWARE NOI,900000033418,,96077.00,HDFC-Current-4421
BL-000539,2026-05-25,2026-05-25,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000073 UTR 900000003663,900000003663,45101.58,,HDFC-Current-4421
BL-000540,2026-05-25,2026-05-25,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000072 UTR 900000003586,900000003586,89990.98,,HDFC-Current-4421
BL-000541,2026-05-25,2026-05-25,CHQ CLG TRINETRA P ,900000023728,150958.00,,HDFC-Current-4421
BL-000542,2026-05-25,2026-05-25,INV-2026-000558 NEFT CR SBIN0000921 900000033686 FROM SURYAVANSH CATERING SERVICES COMPANY,900000033686,194257.00,,HDFC-Current-4421
BL-000543,2026-05-25,2026-05-25,UPI/HDFC0001234/670213821456/anancon@okhdfcbank/ANANCON CONVEYANCES,900000038246,237438.00,,HDFC-Current-4421
BL-000544,2026-05-25,2026-05-25,NEFT CR HDFC0001234 900000080627 FROM GOLDCREST WAREHOUSING PRIVATE LIMITED full and final,900000080627,271761.00,,HDFC-Current-4421
BL-000545,2026-05-25,2026-05-25,UPI/HDFC0001234/604675279208/anancon@paytm/ANANT INFRA CONVEYANCES COMPANY,900000032231,413742.00,,HDFC-Current-4421
BL-000546,2026-05-25,2026-05-25,UPI/HDFC0001234/523123655967/INV-2026-000705/orbidai@ybl/ORBITEX DAIRY FOODS P,900000040018,447588.00,,HDFC-Current-4421
BL-000547,2026-05-25,2026-05-25,NEFT CR SBIN0000921 900000021101 FROM ASHCINI SOLAR EPC NAG milestone 2 INR 512380.00 INV-,900000021101,512380.00,,HDFC-Current-4421
BL-000548,2026-05-25,2026-05-25,NEFT CR SBIN0000921 900000022326 FROM ASHWINI SOLAR EP freight charges INR 547540.00,900000022326,547540.00,,HDFC-Current-4421
BL-000549,2026-05-25,2026-05-25,UPI/HDFC0001234/631479736511/orbidai@ybl/ORBITEX DAIRY FOODS PVT LTD/INV-2026-000676,900000038758,622151.00,,HDFC-Current-4421
BL-000550,2026-05-25,2026-05-25,NEFT CR HDFC0001234 900000032192 FROM TRIVIDATA ROOFING invoice settlement INR 785058.00,900000032192,785058.00,,HDFC-Current-4421
BL-000551,2026-05-25,2026-05-25,NEFT CR ICIC0000429 900000029538 FROM SURYPET CHEMICALS  material supply INR 1234957.00 IN,900000029538,1234957.00,,HDFC-Current-4421
BL-000552,2026-05-26,2026-05-26,UPI/HDFC0001234/780830653471/ashwmac@paytm/ASHWINI MACHINE PARTS NOI,900000019321,,410148.00,HDFC-Current-4421
BL-000553,2026-05-26,2026-05-26,UPI/HDFC0001234/616068349962/VB-2026-000354/eversta@okhdfcbank/EVERSTONE STAFFING & CO,900000024326,,224159.00,HDFC-Current-4421
BL-000554,2026-05-26,2026-05-26,NEFT DR ICIC0000429 900000019151 FROM SHREE BALAJI ANALYTICS PRIVATE full and final INR 11,900000019151,,119284.00,HDFC-Current-4421
BL-000555,2026-05-26,2026-05-26,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000074 UTR 900000003746,900000003746,18794.62,,HDFC-Current-4421
BL-000556,2026-05-26,2026-05-26,NEFT CR KKBK0000812 900000033633 FROM SURYAVANSH PRINT SOLUTIONS & CO invoice settlement I,900000033633,134830.00,,HDFC-Current-4421
BL-000557,2026-05-26,2026-05-26,NEFT CR HDFC0001234 900000040498 FROM PUSHPA METALS AGRI INPUTS PRIVATE LIMITED against in,900000040498,136454.00,,HDFC-Current-4421
BL-000558,2026-05-26,2026-05-26,UPI/HDFC0001234/137780780074/merilab@okaxis/MERILAB SUPPLIES,900000040305,513825.00,,HDFC-Current-4421
BL-000559,2026-05-26,2026-05-26,NEFT CR ICIC0000429 900000036158 FROM SURYAVANSH PRINT SOLUTIONS & CO freight charges INR ,900000036158,803812.00,,HDFC-Current-4421
BL-000560,2026-05-26,2026-05-26,NEFT CR UTIB0002233 900000080549 FROM SURYAVANSH CATERING SERVICES COMPANY security deposi,900000080549,1097818.00,,HDFC-Current-4421
BL-000561,2026-05-26,2026-05-26,NEFT CR UTIB0002233 900000029301 FROM SURYAVANSH PETRO CHEMICALS & CO advance INR 1775312.,900000029301,1775312.00,,HDFC-Current-4421
BL-000562,2026-05-27,2026-05-27,RTGS HDFC0001234 900000033417 VAISHNAVI PIPING SOLUTIONS PRIVHTE LIMITED INR 602533.00 adv,900000033417,,602533.00,HDFC-Current-4421
BL-000563,2026-05-27,2026-05-27,RT-2026-000163 NEFT DR SBIN0000921 900000015899 FROM GOLDCREST STEEL TRADE full and final ,900000015899,,355475.00,HDFC-Current-4421
BL-000564,2026-05-27,2026-05-27,UPI/HDFC0001234/759326157535/RT-2026-000371/bluecol@ybl/BLUEPEAK COLD C,900000025189,,242372.00,HDFC-Current-4421
BL-000565,2026-05-27,2026-05-27,UPI/HDFC0001234/759326157535/RT-2026-000371/bluecol@ybl/BLUEPEAK COLD C,900000025189,,242372.00,HDFC-Current-4421
BL-000566,2026-05-27,2026-05-27,RT-2026-000161 NEFT DR KKBK0000812 900000015871 FROM SHREE BALAJI TNA advance INR 202686.0,900000015871,,202686.00,HDFC-Current-4421
BL-000567,2026-05-27,2026-05-27,UPI/HDFC0001234/181786388598/merihar@okaxis/MERIDIAN HA /VB-2026-000574,900000034520,,197648.00,HDFC-Current-4421
BL-000568,2026-05-27,2026-05-27,CHQ CLG ORBITEX WAREHOUSING & CO ,900000030454,,151841.00,HDFC-Current-4421
BL-000569,2026-05-27,2026-05-27,INV-2026-000515 CHQ CLG TRINETRA PIPING SOLUTIONS LLP INV-2026-000515,900000031745,92868.00,,HDFC-Current-4421
BL-000570,2026-05-27,2026-05-27,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000075 UTR 900000003835,900000003835,120164.85,,HDFC-Current-4421
BL-000571,2026-05-27,2026-05-27,NEFT CR SBIN0000921 900000036162 FROM TRIVIDATA ROOFING PRODUCTS NAG advance INR 183781.00,900000036162,183781.00,,HDFC-Current-4421
BL-000572,2026-05-27,2026-05-27,CHQ CLG VEDIKA TEXTILES COMPANY ,900000038928,237184.00,,HDFC-Current-4421
BL-000573,2026-05-27,2026-05-27,NEFT CR KKBK0000812 900000025642 FROM ANANT INFRA STAFFING HUB security deposit INR 407910,900000025642,407910.00,,HDFC-Current-4421
BL-000574,2026-05-27,2026-05-27,NEFT CR ICIC0000429 900000036252 FROM ASHWINI INTERIORS & CO milestone 2 INR 752366.00,900000036252,752366.00,,HDFC-Current-4421
BL-000575,2026-05-27,2026-05-27,RTGS SBIN0000921 900000035638 SHREE BALAJI HARD INR 1145131.00 part payment INV-2026-00059,900000035638,1145131.00,,HDFC-Current-4421
BL-000576,2026-05-28,2026-05-28,NEFT DR HDFC0001234 900000021678 FROM PRAGATI FAB SERVICES LTD invoice settlement INR 6840,900000021678,,684031.00,HDFC-Current-4421
BL-000577,2026-05-28,2026-05-28,UPI/HDFC0001234/962196531744/ashwmac@ybl/ASHWINI MACHINE PARTS LTD,900000013874,,390439.00,HDFC-Current-4421
BL-000578,2026-05-28,2026-05-28,UPI/HDFC0001234/815536113810/ashwmac@paytm/ASHWINI MACHINE PARTS LTD/RT-2026-000293,900000021568,,330856.00,HDFC-Current-4421
BL-000579,2026-05-28,2026-05-28,UPI/HDFC0001234/928979089032/ashwmac@okaxis/ASHWICI MACHINE PARTS LTD/VB-2026-000357,900000024450,,272115.00,HDFC-Current-4421
BL-000580,2026-05-28,2026-05-28,CHQ CLG ANANT INFRA ELECTRICALS PRIVATE LIMITED ,900000045646,,269010.00,HDFC-Current-4421
BL-000581,2026-05-28,2026-05-28,UPI/HDFC0001234/125648142516/karmcat@okaxis/KARMAN CATERING SERVICES LLP/VB-2026-000296,900000021684,,134703.00,HDFC-Current-4421
BL-000582,2026-05-28,2026-05-28,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000076 UTR 900000003899,900000003899,144657.48,,HDFC-Current-4421
BL-000583,2026-05-28,2026-05-28,UPI/HDFC0001234/175436292105/everwat@ybl/EVERSTONE WATER TREATMENT COMPANY,900000016707,300813.00,,HDFC-Current-4421
BL-000584,2026-05-28,2026-05-28,NEFT CR HDFC0001234 900000023854 FROM ASHWINI SOLAR EPC PVT LTD milestone 2 INR 380944.00 ,900000023854,380944.00,,HDFC-Current-4421
BL-000585,2026-05-28,2026-05-28,NEFT CR UTIB0002233 900000035011 FROM TRIVIDATA ROOFING PTODUCTS LLP invoice settlement IN,900000035011,489673.00,,HDFC-Current-4421
BL-000586,2026-05-28,2026-05-28,NEFT CR KKBK0000812 900000038665 FROM TRIVIDATA ROOFING PRODUC material supply INR 1564180,900000038665,1564180.00,,HDFC-Current-4421
BL-000587,2026-05-29,2026-05-29,NEFT DR SBIN0000921 900000039285 FROM EVERSTONE RECY  part payment INR 724014.00,900000039285,,724014.00,HDFC-Current-4421
BL-000588,2026-05-29,2026-05-29,NEFT DR HDFC0001234 900000018598 FROM GOLDCREST STEEL TRADERS COMPANY advance INR 618693.0,900000018598,,618693.00,HDFC-Current-4421
BL-000589,2026-05-29,2026-05-29,NEFT DR HDFC0001234 900000026216 FROM KARMAN PRINT SOLUTIONS LTD against inv INR 66348.00 ,900000026216,,66348.00,HDFC-Current-4421
BL-000590,2026-05-29,2026-05-29,NEFT CR SBIN0000921 900000035433 FROM SURYAVANSH PRINT SOLUTIONS & CO part payment INR 537,900000035433,53704.00,,HDFC-Current-4421
BL-000591,2026-05-29,2026-05-29,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000077 UTR 900000003954,900000003954,87650.22,,HDFC-Current-4421
BL-000592,2026-05-29,2026-05-29,NEFT CR SBIN0000921 900000025683 FROM NALANDA FAB SERVICES PRIVATE security deposit INR 27,900000025683,278417.00,,HDFC-Current-4421
BL-000593,2026-05-29,2026-05-29,NEFT CR ICIC0000429 900000039840 FROM ASHWINI INTERIORS LTD amc renewal INR 518057.00 INV-,900000039840,518057.00,,HDFC-Current-4421
BL-000594,2026-05-29,2026-05-29,NEFT CR ICIC0000429 900000028836 FROM VEDIKA FACILITY  full and final INR 1244536.00,900000028836,1244536.00,,HDFC-Current-4421
BL-000595,2026-05-29,2026-05-29,UPI/HDFC0001234/413456707259/merilab@ybl/MERIDIAN LAB SUPPLIES LLP,900000039484,1547506.00,,HDFC-Current-4421
BL-000596,2026-05-29,2026-05-29,INV-2026-000495 NEFT CR KKBK0000812 900000030855 FROM SURYAVANSH PETRO CHEMICALS NAG again,900000030855,6000000.00,,HDFC-Current-4421
BL-000597,2026-05-30,2026-05-30,UPI/HDFC0001234/798872350912/eversta@okhdfcbank/EVERSTA STAFFING,900000026361,,409300.00,HDFC-Current-4421
BL-000598,2026-05-30,2026-05-30,UPI/HDFC0001234/798872350912/eversta@okhdfcbank/EVERSTA STAFFING,900000026361,,409300.00,HDFC-Current-4421
BL-000599,2026-05-30,2026-05-30,NEFT DR UTIB0002233 900000035829 FROM MERIDIAN POHYMERS PVT LTD amc renewal INR 387179.00 ,900000035829,,387179.00,HDFC-Current-4421
BL-000600,2026-05-30,2026-05-30,RAZORPAY PAYMENTS GATEWAY SETTLEMENT setl_00000078 UTR 900000003984,900000003984,141458.28,,HDFC-Current-4421
BL-000601,2026-05-30,2026-05-30,CHQ CLG TRINETRA PIPING SOLUTION ,900000023124,356829.00,,HDFC-Current-4421
BL-000602,2026-05-30,2026-05-30,INV-2026-000671 NEFT CR ICIC0000429 900000038597 FROM ASHWINI INTERIORS & CO part payment ,900000038597,395445.00,,HDFC-Current-4421
BL-000603,2026-05-30,2026-05-30,INV-2026-000858 NEFT CR ICIC0000429 900000045874 FROM ORBITEX PAPER MILLS PRIVATE LIMITED ,900000045874,414676.00,,HDFC-Current-4421
BL-000604,2026-05-30,2026-05-30,UPI/HDFC0001234/150660792304/ashwcol@okaxis/ASHWCOL CHAIN /INV-2026-000546,900000033151,837138.00,,HDFC-Current-4421
BL-000605,2026-05-30,2026-05-30,UPI/HDFC0001234/793298696729/INV-2026-000540/ashwcol@paytm/ASHWINI COLD CHAIN LTD,900000032795,991909.00,,HDFC-Current-4421
BL-000606,2026-05-30,2026-05-30,UPI/HDFC0001234/793298696729/INV-2026-000540/ashwcol@paytm/ASHWINI COLD CHAIN LTD,900000032795,991909.00,,HDFC-Current-4421
BL-000607,2026-05-30,2026-05-30,NEFT CR KKBK0000812 900000043167 FROM PUSHPA METALS AG full and final INR 1278621.00 INV-2,900000043167,1278621.00,,HDFC-Current-4421
BL-000608,2026-05-30,2026-05-30,NEFT CR UTIB0002233 900000018899 FROM NALANDA FAB SERVICES PRIVATE LIMITED freight charges,900000018899,1308051.00,,HDFC-Current-4421
BL-000609,2026-05-30,2026-05-30,NEFT CR UTIB0002233 900000026712 FROM ASHWINI SO full and final INR 1584672.00,900000026712,1584672.00,,HDFC-Current-4421
